ATTENUATION/DISPERSION FOR   95.00000 GHZ
RAY PATH ANGLE:   0.00 DEGREES FROM ZENITH

INTEGRATED ATTENUATION (DB) :      0.019
INTEGRATED DISPERSION (PS) :      0.000

   HEIGHT    ATTEN    DELAY       PRES     TEMP      RH       LWC      RR
   0.000     0.000    0.000        0.00     0.00   0.000    0.111     0.00
   0.000     0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00  *******   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00  *******   0.000      NaN    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000   *******    0.000        0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00  *******   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000   -0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000    -0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000   -0.000  *******
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000    -0.000  *******        0.00     0.00   0.000    0.000     0.00
   0.000     0.000  *******        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
 *******     0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000     *******     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00    -0.00   0.000  *******     0.00
   0.000     0.000   95.000        0.00     0.00   0.000    0.000     0.00
   0.149     0.000    0.044       -0.00     0.00   0.000    0.000     0.00
   0.049     0.000    0.193        0.00     0.00   0.000    0.000     0.00
   0.029     0.000    0.323        0.00     0.00  ******    0.000     0.00
   0.016     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00   239.00   0.450    0.000     0.00
   0.000     0.000    0.000        0.00   279.00   0.650    0.000     0.00
  -0.000    -0.000    0.000        0.00   299.00   0.750    0.000     0.00
   0.000     0.000    0.000        0.00   298.50   0.800    0.000     0.00
   0.000    -0.000    0.000        0.00     0.00   0.000    0.000     0.00
 *******     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000  *******     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00    -0.00   0.000  *******     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000  *******       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00   0.000  *******     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00    -0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00  *******   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000   -0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000     *******     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00  ******    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
 *******     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000       NaN    0.000        0.15     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.05     0.00   0.000    0.000     0.00
  -0.000    -0.000    0.000        0.03     0.00   0.000    0.000   100.99
   0.000     0.000    0.000        0.02     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000  239.000     0.45
   0.000     0.000    0.000        0.00     0.00   0.000  279.000     0.65
   0.000     0.000   -0.000       -0.00     0.00   0.000  299.000     0.75
   0.000     0.000    0.000        0.00     0.00   0.000  298.500     0.80
  -0.000       NaN   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000     *******     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00  -0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000   *******    0.000        0.00     0.00   0.000   -0.000     0.00
   0.000       NaN    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00   0.000  *******     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
 *******     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
 *******     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00  ******    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000  *******
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000     *******     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00  -0.000    0.000    -0.00
  95.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.044     0.000      NaN        0.00     0.00   0.149    0.000    -0.00
   0.193     0.000    0.000        0.00     0.00   0.049    0.000     0.00
   0.323     0.000   -0.000       -0.00   100.99   0.029    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.016    0.000     0.00
   0.000     0.000    0.000        0.00     0.45  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.65   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.75  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.80   0.000    0.000     0.00
   0.000     0.000      NaN       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00  ******    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
 *******     0.000    0.000        0.00     0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000  *******        0.00     0.00   0.000    0.000     0.00
   0.000     0.000      NaN        0.00     0.00   0.000    0.000     0.00
  -0.000   *******    0.000        0.00     0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000     *******     0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000     *******     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00   0.000    0.000  *******
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00  *******   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00     0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00  ******    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00    -0.00   0.000    0.000    -0.00
   0.000     0.000    0.000       95.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.04    -0.00   0.000    0.000     0.15
   0.000     0.000    0.000        0.19     0.00   0.000    0.000     0.05
   0.000     0.000    0.000        0.32     0.00  -0.000  100.990     0.03
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.02
   0.000    -0.000    0.000        0.00    -0.00   0.000    0.450    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.650     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000    0.750    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.800     0.00
  -0.000     0.000    0.000        0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000  *******
   0.000     0.000    0.000        0.00     0.00  -0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00    -0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000     *******    -0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.020    0.000        0.00    -0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000  *******       -0.00    -0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00    -0.00  ******    0.000    -0.00
   0.000   *******    0.000        0.00     0.00  ******    0.000     0.00
   0.000     0.000    0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000   *******    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00  *******  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000  *******     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000    -0.000   -0.000        0.00    -0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00   0.000    0.000  *******
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00    -0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00  95.000    0.000     0.00
     NaN     0.000   -0.000        0.00     0.15   0.044   -0.000     0.00
   0.000     0.000    0.000        0.00     0.05   0.193    0.000     0.00
  -0.000    -0.000    0.000        0.00     0.03   0.323    0.000    -0.00
   0.000     0.000    0.000        0.00     0.02   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00    -0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000       -0.00    -0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
     NaN    -0.000    0.000       -0.00     0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00  *******   0.000    0.000     0.00
   0.000     0.000    0.000        0.00    -0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00     0.00  ******   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.020        0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
 *******    -0.000    0.000        0.00     0.00   0.000    0.000     0.00
     NaN     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00  -0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00    -0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00    -0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00    -0.00  -0.000   -0.000  *******
   0.000     0.000  *******        0.00     0.00   0.000    0.000  *******
   0.000    -0.000    0.000        0.00     0.00  -0.000    0.000    -0.00
   0.000     0.000  *******        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00     0.00   0.000  *******    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000       -0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000       -0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000    -0.000    0.000        0.00  *******   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000    95.00
   0.000    -0.000    0.000         NaN     0.00   0.000    0.149     0.04
   0.000     0.000    0.000        0.00     0.00   0.000    0.049     0.19
   0.000    -0.000   -0.000       -0.00    -0.00   0.000    0.029     0.32
   0.000     0.000    0.000        0.00     0.00   0.000    0.016     0.00
   0.000    -0.000    0.000        0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00     0.00  -0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000         NaN    -0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000  *******     0.00
   0.000    -0.000    0.000        0.00    -0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000  *******
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000     *******     0.00   0.000    0.000     0.00
   0.000     0.000    0.000         NaN     0.00   0.000    0.000     0.00
 *******    -0.000   -0.000        0.00     0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00  *******   0.000   -0.000    -0.00
   0.000     0.000    0.000        0.00  *******   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00    -0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00    -0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000    -0.000   -0.000        0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000    -0.000   -0.000       -0.00     0.00   0.000  *******     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00    95.00   0.000    0.000     0.00
  -0.000    -0.000   -0.000        0.00     0.04     NaN    0.000     0.00
   0.000     0.000    0.000        0.00     0.19   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.32  -0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00     NaN   -0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00  *******   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.020    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00  ******    0.000     0.00
   0.000     0.000    0.000        0.00     0.00     NaN    0.000     0.00
  -0.000     0.000   -0.000     *******    -0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000    -1.844   -0.000        0.00    -0.00   0.000  *******     0.00
 *******     0.000    0.000        0.00     0.00   0.000  *******     0.00
   0.000     0.000   -0.000        0.00    -0.00   0.000   -0.000     0.00
 *******     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00   0.000   -0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
  -0.000     0.000   -0.000       -0.00     0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00   0.000    0.000    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000       -0.00     0.00  -0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000    0.000        0.00     0.00   0.000   95.000     0.00
   0.000     0.000   -0.000       -0.00     0.00   0.000    0.044      NaN
   0.000     0.000    0.000        0.00     0.00   0.000    0.193     0.00
  -0.000     0.000   -0.000        0.00     0.00   0.000    0.323    -0.00
   0.000     0.000    0.000        0.00     0.00   0.000    0.000     0.00
   0.000     0.000   -0.000       -0.00     0.00   0.000    0.000     0.00
