# RUN INFO: year,month,day,hour,min,sec,nSamples,startGate,nGates
# 2020,12,30,06,39,04,10000,100,300
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
# ,HCR,1602.23,40.038,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
# DUAL CHANNEL MODE:
#   Start gate: 100
#   N gates: 300
#   N samples: 10000
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:12:15.100378036  9864.3   88.39  295.79  -54.611    0.156 -173.353  -49.031    0.156 -173.353  -54.611  -49.031  -67.795  -69.481     24.7699     23.0796
2020/11/19_21:12:16.114137888  9864.3   88.39  295.79  -54.612    0.155 -173.608  -49.037    0.155 -173.608  -54.612  -49.037  -67.862  -69.593     24.6678     23.0211
2020/11/19_21:12:17.127897978  9864.3   88.40  295.81  -54.614    0.156 -173.437  -49.030    0.156 -173.437  -54.614  -49.030  -67.840  -69.380     24.3723     23.1118
2020/11/19_21:12:18.141658068  9864.3   88.40  295.79  -54.608    0.154 -173.281  -49.033    0.154 -173.281  -54.608  -49.033  -67.878  -69.452     24.1834     23.2629
2020/11/19_21:12:19.155417919  9864.3   88.40  295.79  -54.619    0.154 -173.036  -49.039    0.154 -173.036  -54.619  -49.039  -67.979  -69.813      24.075     23.2848
2020/11/19_21:12:20.169178009  9864.3   88.40  295.79  -54.617    0.155 -173.494  -49.032    0.155 -173.494  -54.617  -49.032  -67.898  -69.570     23.8515     23.0132
2020/11/19_21:12:21.182938099  9864.3   88.40  295.77  -54.618    0.153 -173.323  -49.033    0.153 -173.323  -54.618  -49.033  -67.880  -69.780     23.8154     22.6208
2020/11/19_21:12:22.196697950  9864.3   88.40  295.79  -54.621    0.153 -173.154  -49.036    0.153 -173.154  -54.621  -49.036  -67.893  -69.603     24.1463     22.4887
2020/11/19_21:12:23.210458040  9864.3   88.40  295.80  -54.620    0.154 -173.132  -49.039    0.154 -173.132  -54.620  -49.039  -67.950  -69.479     24.3855     22.5976
2020/11/19_21:12:24.224217892  9864.3   88.40  295.80  -54.628    0.154 -173.684  -49.038    0.154 -173.684  -54.628  -49.038  -67.952  -69.633     24.5869     23.1662
2020/11/19_21:12:25.237977982  9864.3   88.40  295.80  -54.636    0.153 -173.794  -49.034    0.153 -173.794  -54.636  -49.034  -67.928  -69.474     24.3742      23.213
2020/11/19_21:12:26.251738071  9864.3   88.40  295.81  -54.630    0.153 -173.577  -49.044    0.153 -173.577  -54.630  -49.044  -67.951  -69.574     24.2622      23.081
2020/11/19_21:12:27.265497923  9864.3   88.40  295.83  -54.632    0.153 -173.543  -49.038    0.153 -173.543  -54.632  -49.038  -67.954  -69.405     24.3726     23.0128
2020/11/19_21:12:28.279258013  9864.3   88.40  295.84  -54.631    0.155 -173.490  -49.035    0.155 -173.490  -54.631  -49.035  -67.977  -69.580     24.5386     23.1029
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:12:29.293018103  9864.3   88.40  295.81  -54.641    0.154 -173.920  -49.038    0.154 -173.920  -54.641  -49.038  -68.000  -69.525     24.7766     23.2847
2020/11/19_21:12:30.306777954  9864.3   88.42  293.97  -54.647    0.154 -173.636  -49.032    0.154 -173.636  -54.647  -49.032  -67.877  -69.486     24.7262     23.2802
2020/11/19_21:12:31.320538044  9864.3   88.40  295.84  -54.647    0.155 -173.596  -49.041    0.155 -173.596  -54.647  -49.041  -67.985  -69.568     24.6689     23.1441
2020/11/19_21:12:32.334297895  9864.3   88.40  295.84  -54.650    0.154 -173.601  -49.038    0.154 -173.601  -54.650  -49.038  -67.913  -69.624     24.6017     23.0206
2020/11/19_21:12:33.348057985  9864.3   88.40  295.83  -54.645    0.154 -173.978  -49.035    0.154 -173.978  -54.645  -49.035  -67.920  -69.575      24.539      22.974
2020/11/19_21:12:34.361818075  9864.3   88.40  295.82  -54.655    0.154 -173.697  -49.036    0.154 -173.697  -54.655  -49.036  -67.963  -69.571      24.539     22.8463
2020/11/19_21:12:35.375577927  9864.3   88.40  295.82  -54.649    0.155 -173.668  -49.037    0.155 -173.668  -54.649  -49.037  -67.918  -69.502     24.3238     23.1275
2020/11/19_21:12:36.389338017  9864.3   88.40  295.82  -54.652    0.154 -173.598  -49.034    0.154 -173.598  -54.652  -49.034  -67.881  -69.610     24.3653     23.2761
2020/11/19_21:12:37.403098106  9864.3   88.40  295.81  -54.654    0.154 -173.800  -49.038    0.154 -173.800  -54.654  -49.038  -67.996  -69.511     24.3035     23.3805
2020/11/19_21:12:38.416857958  9864.3   88.40  295.82  -54.656    0.154 -173.829  -49.039    0.154 -173.829  -54.656  -49.039  -67.977  -69.391     24.0949     23.0231
2020/11/19_21:12:39.430618048  9864.3   88.40  295.82  -54.665    0.155 -173.630  -49.038    0.155 -173.630  -54.665  -49.038  -67.966  -69.353     24.0052     22.8581
2020/11/19_21:12:40.444377899  9864.3   88.40  295.82  -54.666    0.155 -174.083  -49.038    0.155 -174.083  -54.666  -49.038  -67.993  -69.485     23.9645     22.6577
2020/11/19_21:12:41.458137989  9864.3   88.40  295.80  -54.668    0.153 -173.726  -49.037    0.153 -173.726  -54.668  -49.037  -67.916  -69.478     24.0923      22.808
2020/11/19_21:12:42.471898079  9864.3   88.40  295.79  -54.674    0.154 -173.976  -49.041    0.154 -173.976  -54.674  -49.041  -67.950  -69.550     24.1863     22.9312
2020/11/19_21:12:43.485657930  9864.3   88.40  295.89  -54.676    0.153 -173.635  -49.042    0.153 -173.635  -54.676  -49.042  -67.964  -69.346     24.0662     22.9103
2020/11/19_21:12:44.499418020  9864.3   88.40  295.83  -54.675    0.155 -173.817  -49.037    0.155 -173.817  -54.675  -49.037  -67.846  -69.564     23.9231     22.8506
2020/11/19_21:12:45.513178110  9864.3   88.40  295.83  -54.676    0.154 -173.925  -49.037    0.154 -173.925  -54.676  -49.037  -67.995  -69.513     23.8789     22.5493
2020/11/19_21:12:46.526937962  9864.3   88.40  295.82  -54.680    0.155 -173.806  -49.032    0.155 -173.806  -54.680  -49.032  -67.970  -69.602     23.8011     22.4873
2020/11/19_21:12:47.540698051  9864.3   88.40  295.82  -54.682    0.153 -173.733  -49.042    0.153 -173.733  -54.682  -49.042  -67.899  -69.526     23.8193     22.0833
2020/11/19_21:12:48.554457903  9864.3   88.40  295.82  -54.685    0.155 -173.991  -49.038    0.155 -173.991  -54.685  -49.038  -67.974  -69.624     23.6681     21.8324
2020/11/19_21:12:49.568217993  9864.3   88.39  295.80  -54.689    0.154 -173.877  -49.039    0.154 -173.877  -54.689  -49.039  -67.875  -69.627     23.6877     21.9578
2020/11/19_21:12:50.581978083  9864.3   88.39  295.79  -54.695    0.155 -173.977  -49.038    0.155 -173.977  -54.695  -49.038  -67.843  -69.423     23.6273     22.0204
2020/11/19_21:12:51.595737934  9864.3   88.39  295.79  -54.691    0.154 -174.009  -49.032    0.154 -174.009  -54.691  -49.032  -67.861  -69.659     23.8986     22.3143
2020/11/19_21:12:52.609498024  9864.3   88.39  295.79  -54.697    0.154 -174.141  -49.037    0.154 -174.141  -54.697  -49.037  -68.027  -69.440     24.3153     22.6194
2020/11/19_21:12:53.623258114  9864.3   88.39  295.79  -54.699    0.154 -174.352  -49.033    0.154 -174.352  -54.699  -49.033  -67.953  -69.488     24.5003     22.6583
2020/11/19_21:12:54.637017965  9864.3   88.39  295.79  -54.707    0.154 -174.155  -49.042    0.154 -174.155  -54.707  -49.042  -67.935  -69.600     24.4688     22.8298
2020/11/19_21:12:55.650778055  9864.3   88.39  295.80  -54.711    0.154 -174.364  -49.042    0.154 -174.364  -54.711  -49.042  -67.958  -69.516     24.4945     23.0066
2020/11/19_21:12:56.664537907  9864.3   88.39  295.80  -54.709    0.155 -174.288  -49.035    0.155 -174.288  -54.709  -49.035  -67.935  -69.332     24.0758     22.7159
2020/11/19_21:12:57.678297997  9864.3   88.39  295.80  -54.708    0.155 -174.060  -49.036    0.155 -174.060  -54.708  -49.036  -68.053  -69.638     23.9848     22.1749
2020/11/19_21:12:58.692058086  9864.3   88.39  295.80  -54.713    0.153 -174.200  -49.036    0.153 -174.200  -54.713  -49.036  -68.105  -69.525     23.7252     22.0725
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:12:59.705817938  9864.3   88.39  295.86  -54.723    0.153 -173.988  -49.044    0.153 -173.988  -54.723  -49.044  -67.944  -69.746     23.7267      22.153
2020/11/19_21:13:00.719578028  9864.3   88.39  295.82  -54.716    0.154 -174.137  -49.037    0.154 -174.137  -54.716  -49.037  -68.018  -69.575     24.0639     22.4021
2020/11/19_21:13:01.733338118  9864.3   88.39  295.82  -54.722    0.154 -174.373  -49.034    0.154 -174.373  -54.722  -49.034  -68.025  -69.387     24.2856      22.752
2020/11/19_21:13:02.747097969  9864.3   88.39  295.80  -54.724    0.154 -174.505  -49.043    0.154 -174.505  -54.724  -49.043  -67.990  -69.398     24.3333     22.9213
2020/11/19_21:13:03.760858059  9864.3   88.39  295.80  -54.726    0.153 -174.376  -49.036    0.153 -174.376  -54.726  -49.036  -68.151  -69.533     24.1608     22.8828
2020/11/19_21:13:04.774617910  9864.3   88.39  295.80  -54.724    0.153 -174.666  -49.042    0.153 -174.666  -54.724  -49.042  -68.040  -69.606     23.6732      22.536
2020/11/19_21:13:05.788378000  9864.3   88.39  295.81  -54.729    0.153 -174.391  -49.039    0.153 -174.391  -54.729  -49.039  -68.091  -69.411     23.6834     22.4241
2020/11/19_21:13:06.802138090  9864.3   88.39  295.82  -54.735    0.154 -174.091  -49.040    0.154 -174.091  -54.735  -49.040  -68.151  -69.505      23.768      22.395
2020/11/19_21:13:07.815897942  9864.3   88.39  295.82  -54.749    0.153 -174.000  -49.041    0.153 -174.000  -54.749  -49.041  -68.048  -69.488     23.8488     22.4375
2020/11/19_21:13:08.829658031  9864.3   88.39  295.82  -54.742    0.154 -174.669  -49.045    0.154 -174.669  -54.742  -49.045  -68.109  -69.775     23.9316     22.4403
2020/11/19_21:13:09.843417883  9864.3   88.39  295.83  -54.743    0.154 -174.558  -49.044    0.154 -174.558  -54.743  -49.044  -68.050  -69.259     24.0082     22.3734
2020/11/19_21:13:10.857177973  9864.3   88.39  295.84  -54.745    0.152 -174.368  -49.046    0.152 -174.368  -54.745  -49.046  -68.067  -69.118     24.1346     22.4901
2020/11/19_21:13:11.870938063  9864.3   88.39  295.86  -54.750    0.154 -174.470  -49.042    0.154 -174.470  -54.750  -49.042  -68.218  -69.721     24.0508     22.5762
2020/11/19_21:13:12.884697914  9864.3   88.39  295.85  -54.756    0.153 -174.558  -49.047    0.153 -174.558  -54.756  -49.047  -68.091  -69.573     24.0359     22.4801
2020/11/19_21:13:13.898458004  9864.3   88.39  295.85  -54.763    0.153 -174.517  -49.045    0.153 -174.517  -54.763  -49.045  -68.150  -69.729     24.0305     22.5022
2020/11/19_21:13:14.912218094  9864.3   88.39  295.84  -54.765    0.154 -174.345  -49.050    0.154 -174.345  -54.765  -49.050  -68.026  -69.429     23.8734     22.4028
2020/11/19_21:13:15.925977945  9864.3   88.39  295.85  -54.760    0.154 -174.220  -49.044    0.154 -174.220  -54.760  -49.044  -68.190  -69.771     23.7626     22.3815
2020/11/19_21:13:16.939738035  9864.3   88.39  295.85  -54.766    0.154 -174.508  -49.040    0.154 -174.508  -54.766  -49.040  -68.148  -69.470     23.6689     22.3717
2020/11/19_21:13:17.953497887  9864.3   88.39  295.87  -54.764    0.154 -174.236  -49.047    0.154 -174.236  -54.764  -49.047  -68.198  -69.442     23.7005     22.3956
2020/11/19_21:13:18.967257977  9864.3   88.39  295.83  -54.770    0.153 -174.549  -49.050    0.153 -174.549  -54.770  -49.050  -68.033  -69.567     24.0448      22.734
2020/11/19_21:13:19.981018066  9864.3   88.39  295.84  -54.780    0.154 -174.629  -49.048    0.154 -174.629  -54.780  -49.048  -68.142  -69.742      24.133     22.9178
2020/11/19_21:13:20.994777918  9864.3   88.39  295.84  -54.782    0.152 -174.486  -49.053    0.152 -174.486  -54.782  -49.053  -68.158  -69.489     23.9857     22.7951
2020/11/19_21:13:22.008538008  9864.3   88.39  295.82  -54.784    0.154 -174.829  -49.041    0.154 -174.829  -54.784  -49.041  -68.165  -69.497     23.8635     22.6582
2020/11/19_21:13:23.022298098  9864.3   88.39  295.82  -54.780    0.154 -174.715  -49.045    0.154 -174.715  -54.780  -49.045  -68.155  -69.628     23.8256      22.423
2020/11/19_21:13:24.036057949  9864.3   88.39  295.78  -54.787    0.153 -175.032  -49.046    0.153 -175.032  -54.787  -49.046  -68.074  -69.356     23.7436      22.243
2020/11/19_21:13:25.049818039  9864.3   88.39  295.79  -54.785    0.153 -174.383  -49.041    0.153 -174.383  -54.785  -49.041  -68.101  -69.478     23.7263     22.3567
2020/11/19_21:13:26.063577890  9864.3   88.39  295.79  -54.793    0.152 -174.431  -49.044    0.152 -174.431  -54.793  -49.044  -68.123  -69.414     23.7215     22.2721
2020/11/19_21:13:27.077337980  9864.3   88.39  295.80  -54.797    0.153 -174.528  -49.048    0.153 -174.528  -54.797  -49.048  -68.117  -69.384      23.787     22.1239
2020/11/19_21:13:28.091098070  9864.3   88.39  295.79  -54.799    0.153 -174.617  -49.047    0.153 -174.617  -54.799  -49.047  -68.060  -69.323     23.7304     21.9423
2020/11/19_21:13:29.104857922  9864.3   88.39  295.78  -54.792    0.153 -174.660  -49.054    0.153 -174.660  -54.792  -49.054  -68.068  -69.494      23.624     22.0407
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:13:30.118618011  9864.3   88.39  295.77  -54.802    0.152 -174.763  -49.043    0.152 -174.763  -54.802  -49.043  -68.055  -69.187     23.5224     22.2733
2020/11/19_21:13:31.132378101  9864.3   88.39  295.78  -54.801    0.153 -174.888  -49.045    0.153 -174.888  -54.801  -49.045  -68.084  -69.767     23.5629     22.2948
2020/11/19_21:13:32.146137953  9864.3   88.39  295.80  -54.806    0.153 -174.826  -49.040    0.153 -174.826  -54.806  -49.040  -68.072  -69.704     23.7965     22.2593
2020/11/19_21:13:33.159898043  9864.3   88.39  295.82  -54.806    0.152 -174.640  -49.047    0.152 -174.640  -54.806  -49.047  -68.035  -69.589     24.0655     22.3837
2020/11/19_21:13:34.173657894  9864.3   88.39  295.82  -54.805    0.153 -174.333  -49.043    0.153 -174.333  -54.805  -49.043  -68.093  -69.574      23.985     22.4702
2020/11/19_21:13:35.187417984  9864.3   88.39  295.83  -54.811    0.153 -174.601  -49.044    0.153 -174.601  -54.811  -49.044  -68.076  -69.591     23.7701     22.4321
2020/11/19_21:13:36.201178074  9864.3   88.39  295.84  -54.813    0.153 -174.580  -49.044    0.153 -174.580  -54.813  -49.044  -68.102  -69.488     23.9196     22.4352
2020/11/19_21:13:37.214937925  9864.3   88.39  295.81  -54.812    0.153 -174.724  -49.046    0.153 -174.724  -54.812  -49.046  -68.118  -69.747      24.039     22.3338
2020/11/19_21:13:38.228698015  9864.3   88.39  295.81  -54.814    0.151 -174.631  -49.045    0.151 -174.631  -54.814  -49.045  -68.034  -69.488     23.9849     22.4276
2020/11/19_21:13:39.242458105  9864.3   88.39  295.82  -54.822    0.154 -174.950  -49.045    0.154 -174.950  -54.822  -49.045  -68.089  -69.701     23.8521     22.3025
2020/11/19_21:13:40.256217957  9864.3   88.39  295.82  -54.826    0.153 -175.039  -49.050    0.153 -175.039  -54.826  -49.050  -67.988  -69.389     23.6677     22.0833
2020/11/19_21:13:41.269978046  9864.3   88.39  295.77  -54.824    0.153 -174.785  -49.041    0.153 -174.785  -54.824  -49.041  -68.041  -69.598     23.5938     21.9909
2020/11/19_21:13:42.283737898  9864.3   88.39  295.88  -54.819    0.153 -174.683  -49.032    0.153 -174.683  -54.819  -49.032  -68.044  -69.526     23.6219     22.1015
2020/11/19_21:13:43.297497988  9864.3   88.39  295.80  -54.827    0.153 -174.870  -49.051    0.153 -174.870  -54.827  -49.051  -68.066  -69.813     23.6613      22.263
2020/11/19_21:13:44.311258078  9864.3   88.39  295.78  -54.822    0.152 -175.052  -49.046    0.152 -175.052  -54.822  -49.046  -68.090  -69.794     23.7128     22.3673
2020/11/19_21:13:45.325017929  9864.3   88.39  295.78  -54.830    0.154 -174.981  -49.051    0.154 -174.981  -54.830  -49.051  -68.106  -69.489     23.6917     22.1397
2020/11/19_21:13:46.338778019  9864.3   88.39  295.75  -54.829    0.152 -174.747  -49.046    0.152 -174.747  -54.829  -49.046  -68.198  -69.465     23.6326      21.965
2020/11/19_21:13:47.352538109  9864.3   88.39  295.75  -54.833    0.152 -174.949  -49.046    0.152 -174.949  -54.833  -49.046  -68.120  -69.658     23.7435     22.0461
2020/11/19_21:13:48.366297960  9864.3   88.39  295.74  -54.834    0.152 -175.228  -49.044    0.152 -175.228  -54.834  -49.044  -68.189  -69.517     23.9009     22.3442
2020/11/19_21:13:49.380058050  9864.3   88.39  295.76  -54.843    0.151 -175.656  -49.048    0.151 -175.656  -54.843  -49.048  -68.056  -69.533     23.8336     22.4908
2020/11/19_21:13:50.393817902  9864.3   88.39  295.75  -54.846    0.153 -174.829  -49.048    0.153 -174.829  -54.846  -49.048  -68.096  -69.842     23.8376     22.4687
2020/11/19_21:13:51.407577991  9864.3   88.39  295.75  -54.851    0.152 -174.874  -49.052    0.152 -174.874  -54.851  -49.052  -68.182  -69.423     23.9028     22.2996
2020/11/19_21:13:52.421338081  9864.3   88.39  295.75  -54.843    0.153 -175.230  -49.047    0.153 -175.230  -54.843  -49.047  -68.143  -69.533     23.9003     22.2968
2020/11/19_21:13:53.435097933  9864.3   88.39  295.76  -54.847    0.152 -175.282  -49.049    0.152 -175.282  -54.847  -49.049  -68.136  -69.873     23.9905      22.462
2020/11/19_21:13:54.448858023  9864.3   88.39  295.76  -54.854    0.152 -175.347  -49.049    0.152 -175.347  -54.854  -49.049  -68.116  -69.576       23.79     22.4983
2020/11/19_21:13:55.462618113  9864.3   88.39  295.76  -54.855    0.152 -174.715  -49.048    0.152 -174.715  -54.855  -49.048  -68.144  -69.487     23.7334     22.3994
2020/11/19_21:13:56.476377964  9864.3   88.39  295.76  -54.861    0.152 -175.448  -49.043    0.152 -175.448  -54.861  -49.043  -68.121  -69.446     23.5857     22.4169
2020/11/19_21:13:57.490138054  9864.3   88.39  295.77  -54.863    0.152 -175.227  -49.046    0.152 -175.227  -54.863  -49.046  -68.088  -69.582     23.4507     22.2915
2020/11/19_21:13:58.503897905  9864.3   88.39  295.76  -54.863    0.152 -175.236  -49.047    0.152 -175.236  -54.863  -49.047  -68.120  -69.520     23.6303     22.3745
2020/11/19_21:13:59.517657995  9864.3   88.38  295.76  -54.866    0.152 -175.087  -49.048    0.152 -175.087  -54.866  -49.048  -68.078  -69.415     23.7092     22.2187
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:14:00.531418085  9864.3   88.38  295.78  -54.863    0.152 -175.397  -49.051    0.152 -175.397  -54.863  -49.051  -68.008  -69.527     23.7731     22.1959
2020/11/19_21:14:01.545177937  9864.3   88.38  295.79  -54.870    0.152 -175.144  -49.052    0.152 -175.144  -54.870  -49.052  -68.109  -69.365      23.693     22.1592
2020/11/19_21:14:02.558938026  9864.3   88.39  295.89  -54.868    0.152 -174.880  -49.048    0.152 -174.880  -54.868  -49.048  -68.177  -69.282     23.4191     22.0564
2020/11/19_21:14:03.572698116  9864.3   88.39  295.86  -54.867    0.152 -175.361  -49.055    0.152 -175.361  -54.867  -49.055  -68.116  -69.619     23.3297     22.0555
2020/11/19_21:14:04.586457968  9864.3   88.39  295.90  -54.873    0.152 -174.856  -49.058    0.152 -174.856  -54.873  -49.058  -68.131  -69.527     23.7404     22.2659
2020/11/19_21:14:05.600218058  9864.3   88.39  295.88  -54.876    0.151 -174.883  -49.055    0.151 -174.883  -54.876  -49.055  -68.171  -69.363     23.7782       22.24
2020/11/19_21:14:06.613977909  9864.3   88.39  295.90  -54.876    0.151 -175.163  -49.054    0.151 -175.163  -54.876  -49.054  -68.093  -69.430     23.9664     22.4115
2020/11/19_21:14:07.627737999  9864.3   88.39  295.96  -54.885    0.151 -175.468  -49.055    0.151 -175.468  -54.885  -49.055  -68.162  -69.485     23.7837      22.303
2020/11/19_21:14:08.641498089  9864.3   88.39  295.95  -54.881    0.151 -175.612  -49.048    0.151 -175.612  -54.881  -49.048  -68.119  -69.649     23.8532     22.3911
2020/11/19_21:14:09.655257940  9864.3   88.39  295.90  -54.875    0.153 -175.287  -49.055    0.153 -175.287  -54.875  -49.055  -68.206  -69.358     24.1172      22.568
2020/11/19_21:14:10.669018030  9864.3   88.39  295.91  -54.882    0.152 -175.601  -49.047    0.152 -175.601  -54.882  -49.047  -68.157  -69.609     24.0026     22.5385
2020/11/19_21:14:11.682777882  9864.3   88.39  295.92  -54.883    0.151 -174.907  -49.060    0.151 -174.907  -54.883  -49.060  -68.102  -69.635     23.8147     22.3557
2020/11/19_21:14:12.696537971  9864.3   88.39  295.92  -54.893    0.151 -175.019  -49.051    0.151 -175.019  -54.893  -49.051  -68.104  -69.497     23.7989     22.1707
2020/11/19_21:14:13.710298061  9864.3   88.39  295.94  -54.884    0.152 -175.557  -49.046    0.152 -175.557  -54.884  -49.046  -68.210  -69.657     23.8781     22.1151
2020/11/19_21:14:14.724057913  9864.3   88.39  295.94  -54.890    0.153 -175.321  -49.055    0.153 -175.321  -54.890  -49.055  -68.101  -69.481     23.7773     22.0688
2020/11/19_21:14:15.737818003  9864.3   88.39  295.95  -54.893    0.152 -175.390  -49.053    0.152 -175.390  -54.893  -49.053  -68.154  -69.756     23.5492     22.0562
2020/11/19_21:14:16.751578093  9864.3   88.39  295.95  -54.893    0.151 -175.315  -49.052    0.151 -175.315  -54.893  -49.052  -68.142  -69.787     23.5226     22.0395
2020/11/19_21:14:17.765337944  9864.3   88.39  295.94  -54.889    0.152 -175.470  -49.062    0.152 -175.470  -54.889  -49.062  -68.095  -69.633     23.5923     22.1704
2020/11/19_21:14:18.779098034  9864.3   88.39  295.95  -54.897    0.151 -175.029  -49.054    0.151 -175.029  -54.897  -49.054  -68.229  -69.668     23.6195     22.5024
2020/11/19_21:14:19.792857885  9864.3   88.39  295.90  -54.898    0.152 -175.631  -49.055    0.152 -175.631  -54.898  -49.055  -68.194  -69.561     23.5473     22.6083
2020/11/19_21:14:20.806617975  9864.3   88.39  295.89  -54.899    0.152 -175.543  -49.054    0.152 -175.543  -54.899  -49.054  -68.170  -69.643      23.687     22.4452
2020/11/19_21:14:21.820378065  9864.3   88.39  295.88  -54.895    0.151 -175.246  -49.056    0.151 -175.246  -54.895  -49.056  -68.101  -69.803     23.7857     22.1115
2020/11/19_21:14:22.834137917  9864.3   88.39  295.89  -54.908    0.152 -175.098  -49.055    0.152 -175.098  -54.908  -49.055  -68.035  -69.484     23.7718     22.0409
2020/11/19_21:14:23.847898006  9864.3   88.39  295.90  -54.901    0.151 -175.706  -49.046    0.151 -175.706  -54.901  -49.046  -68.101  -69.778     23.7523     22.1272
2020/11/19_21:14:24.861658096  9864.3   88.39  295.89  -54.902    0.152 -175.496  -49.057    0.152 -175.496  -54.902  -49.057  -68.181  -69.774      23.639     22.1895
2020/11/19_21:14:25.875417948  9864.3   88.39  295.88  -54.898    0.152 -175.500  -49.059    0.152 -175.500  -54.898  -49.059  -68.152  -69.682     23.6191     22.2219
2020/11/19_21:14:26.889178038  9864.3   88.39  295.88  -54.910    0.151 -175.683  -49.053    0.151 -175.683  -54.910  -49.053  -68.256  -69.433     23.8542     22.2781
2020/11/19_21:14:27.902937889  9864.3   88.39  295.88  -54.914    0.151 -175.374  -49.053    0.151 -175.374  -54.914  -49.053  -68.256  -69.317     23.6597     22.0777
2020/11/19_21:14:28.916697979  9864.3   88.39  295.87  -54.911    0.152 -175.505  -49.055    0.152 -175.505  -54.911  -49.055  -68.074  -69.442     23.4948     22.0339
2020/11/19_21:14:29.930458069  9864.3   88.39  295.87  -54.909    0.152 -175.457  -49.049    0.152 -175.457  -54.909  -49.049  -68.184  -69.522     23.4861     22.0618
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:14:30.944217920  9864.3   88.39  295.86  -54.913    0.153 -175.234  -49.052    0.153 -175.234  -54.913  -49.052  -68.117  -69.615     23.6704     22.1487
2020/11/19_21:14:31.957978010  9864.3   88.39  295.87  -54.919    0.152 -175.873  -49.059    0.152 -175.873  -54.919  -49.059  -68.255  -69.517     23.6688     22.1543
2020/11/19_21:14:32.971738100  9864.3   88.39  295.88  -54.926    0.152 -175.803  -49.060    0.152 -175.803  -54.926  -49.060  -68.121  -69.217     23.5162     22.0746
2020/11/19_21:14:33.985497952  9864.3   88.39  295.88  -54.918    0.151 -175.713  -49.063    0.151 -175.713  -54.918  -49.063  -68.144  -69.508     23.5499     21.8849
2020/11/19_21:14:34.999258041  9864.3   88.39  295.87  -54.917    0.151 -175.932  -49.053    0.151 -175.932  -54.917  -49.053  -68.222  -69.586     23.6217     21.8195
2020/11/19_21:14:36.013017893  9864.3   88.39  295.86  -54.927    0.152 -175.273  -49.055    0.152 -175.273  -54.927  -49.055  -68.191  -69.653     23.7711     21.8618
2020/11/19_21:14:37.026777983  9864.3   88.39  295.87  -54.929    0.151 -175.614  -49.054    0.151 -175.614  -54.929  -49.054  -68.245  -69.156     23.8918     22.0061
2020/11/19_21:14:38.040538073  9864.3   88.39  295.87  -54.932    0.151 -175.775  -49.060    0.151 -175.775  -54.932  -49.060  -68.164  -69.497     23.9165     22.1033
2020/11/19_21:14:39.054297924  9864.3   88.39  295.86  -54.933    0.152 -175.643  -49.061    0.152 -175.643  -54.933  -49.061  -68.144  -69.608     23.7909     22.2409
2020/11/19_21:14:40.068058014  9864.3   88.40  295.87  -54.932    0.151 -175.558  -49.058    0.151 -175.558  -54.932  -49.058  -68.223  -69.644     23.6604     22.1237
2020/11/19_21:14:41.081818104  9864.3   88.40  295.86  -54.937    0.152 -175.903  -49.055    0.152 -175.903  -54.937  -49.055  -68.207  -69.742     23.3193     21.9068
2020/11/19_21:14:42.095577955  9864.3   88.40  295.86  -54.936    0.152 -175.940  -49.056    0.152 -175.940  -54.936  -49.056  -68.154  -69.893     23.1037     21.6767
2020/11/19_21:14:43.109338045  9864.3   88.39  295.84  -54.929    0.153 -175.648  -49.055    0.153 -175.648  -54.929  -49.055  -68.161  -69.472     23.3058     21.7403
2020/11/19_21:14:44.123097897  9864.3   88.39  295.80  -54.938    0.152 -176.043  -49.057    0.152 -176.043  -54.938  -49.057  -68.184  -69.610     23.7291     21.7769
2020/11/19_21:14:45.136857986  9864.3   88.39  295.82  -54.944    0.153 -175.910  -49.055    0.153 -175.910  -54.944  -49.055  -68.177  -69.700     24.3099     21.8791
2020/11/19_21:14:46.150618076  9864.3   88.40  295.82  -54.946    0.152 -175.636  -49.052    0.152 -175.636  -54.946  -49.052  -68.206  -69.730     24.5605     21.9444
