# RUN INFO: year,month,day,hour,min,sec,nSamples,startGate,nGates
# 2020,12,30,06,39,04,10000,100,300
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
# ,HCR,1602.23,40.038,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
# DUAL CHANNEL MODE:
#   Start gate: 100
#   N gates: 300
#   N samples: 10000
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:01:03.991257906  9864.3   88.39  295.86  -55.585    0.142  179.322  -49.087    0.142  179.322  -55.585  -49.087  -68.829  -69.611     22.0084     20.1897
2020/11/19_21:01:05.005017996  9864.3   88.39  295.84  -55.588    0.144  179.860  -49.094    0.144  179.860  -55.588  -49.094  -68.717  -69.373     22.0343     20.4066
2020/11/19_21:01:06.018778086  9864.3   88.39  295.86  -55.599    0.143  179.725  -49.095    0.143  179.725  -55.599  -49.095  -68.770  -69.775     21.9931     20.4943
2020/11/19_21:01:07.032537937  9864.3   88.39  295.87  -55.597    0.143  179.648  -49.093    0.143  179.648  -55.597  -49.093  -68.766  -69.792     21.9435     20.5545
2020/11/19_21:01:08.046298027  9864.3   88.39  295.88  -55.593    0.143  179.405  -49.096    0.143  179.405  -55.593  -49.096  -68.677  -69.707     21.9977     20.4337
2020/11/19_21:01:09.060058117  9864.3   88.39  295.89  -55.591    0.144  179.415  -49.094    0.144  179.415  -55.591  -49.094  -68.759  -69.698     21.8988     20.2473
2020/11/19_21:01:10.073817968  9864.3   88.39  295.89  -55.594    0.142  179.493  -49.098    0.142  179.493  -55.594  -49.098  -68.723  -69.468     22.1619     20.4747
2020/11/19_21:01:11.087578058  9864.3   88.39  295.89  -55.590    0.144  179.460  -49.093    0.144  179.460  -55.590  -49.093  -68.688  -69.397     22.3207     20.6052
2020/11/19_21:01:12.101337910  9864.3   88.39  295.90  -55.588    0.144  179.660  -49.089    0.144  179.660  -55.588  -49.089  -68.696  -69.697     22.6337     20.8876
2020/11/19_21:01:13.115098000  9864.3   88.39  295.89  -55.587    0.142  179.618  -49.094    0.142  179.618  -55.587  -49.094  -68.704  -69.462      22.575     20.8254
2020/11/19_21:01:14.128858089  9864.3   88.39  295.90  -55.591    0.143  179.105  -49.090    0.143  179.105  -55.591  -49.090  -68.683  -69.739     22.3294     20.7079
2020/11/19_21:01:15.142617941  9864.3   88.39  295.90  -55.596    0.143  179.329  -49.091    0.143  179.329  -55.596  -49.091  -68.812  -69.603      22.137     20.4153
2020/11/19_21:01:16.156378031  9864.3   88.39  295.90  -55.589    0.143  179.279  -49.089    0.143  179.279  -55.589  -49.089  -68.758  -69.498     22.0303     20.1473
2020/11/19_21:01:17.170137882  9864.3   88.39  295.91  -55.590    0.143  179.450  -49.094    0.143  179.450  -55.590  -49.094  -68.785  -69.797     22.0345     20.0726
2020/11/19_21:01:18.183897972  9864.3   88.39  295.92  -55.595    0.144  179.632  -49.086    0.144  179.632  -55.595  -49.086  -68.674  -69.807     22.0797     20.1535
2020/11/19_21:01:19.197658062  9864.3   88.39  295.92  -55.594    0.143  179.812  -49.093    0.143  179.812  -55.594  -49.093  -68.815  -69.548     22.0855     20.2033
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:01:20.211417913  9864.3   88.39  295.91  -55.586    0.143  179.659  -49.086    0.143  179.659  -55.586  -49.086  -68.716  -69.629     22.1004     20.2193
2020/11/19_21:01:21.225178003  9864.3   88.39  295.91  -55.572    0.142  179.603  -49.095    0.142  179.603  -55.572  -49.095  -68.696  -69.601     22.0984     20.1828
2020/11/19_21:01:22.238938093  9864.3   88.39  295.92  -55.566    0.144 -179.556  -49.087    0.144 -179.556  -55.566  -49.087  -68.701  -69.511     22.1512     20.3957
2020/11/19_21:01:23.252697945  9864.3   88.39  295.94  -55.563    0.143  179.366  -49.089    0.143  179.366  -55.563  -49.089  -68.702  -69.576     22.0821     20.5282
2020/11/19_21:01:24.266458035  9864.3   88.39  295.95  -55.555    0.143  179.668  -49.097    0.143  179.668  -55.555  -49.097  -68.625  -69.593      21.881      20.399
2020/11/19_21:01:25.280217886  9864.3   88.39  295.95  -55.539    0.142 -179.910  -49.089    0.142 -179.910  -55.539  -49.089  -68.717  -69.336     21.9209     20.0979
2020/11/19_21:01:26.293977976  9864.3   88.39  295.96  -55.522    0.143  179.701  -49.092    0.143  179.701  -55.522  -49.092  -68.738  -69.402     22.3168     20.1462
2020/11/19_21:01:27.307738066  9864.3   88.42  294.31  -55.508    0.143  179.803  -49.093    0.143  179.803  -55.508  -49.093  -68.654  -69.682     22.4189     20.0237
2020/11/19_21:01:28.321497917  9864.3   88.39  295.94  -55.484    0.143  179.833  -49.088    0.143  179.833  -55.484  -49.088  -68.521  -69.646      22.685     20.3391
2020/11/19_21:01:29.335258007  9864.3   88.39  295.93  -55.461    0.144 -179.709  -49.090    0.144 -179.709  -55.461  -49.090  -68.539  -69.713     22.8145     20.7957
2020/11/19_21:01:30.349018097  9864.3   88.39  295.94  -55.440    0.145 -179.971  -49.089    0.145 -179.971  -55.440  -49.089  -68.591  -69.674     22.8256     20.9965
2020/11/19_21:01:31.362777948  9864.3   88.39  295.93  -55.412    0.142 -179.796  -49.083    0.142 -179.796  -55.412  -49.083  -68.615  -69.714     22.8394     21.2229
2020/11/19_21:01:32.376538038  9864.3   88.39  295.94  -55.389    0.143 -179.810  -49.078    0.143 -179.810  -55.389  -49.078  -68.421  -69.614      22.865     21.0371
2020/11/19_21:01:33.390297890  9864.3   88.39  295.93  -55.362    0.143 -179.856  -49.078    0.143 -179.856  -55.362  -49.078  -68.508  -69.369     23.1763     20.9218
2020/11/19_21:01:34.404057980  9864.3   88.39  295.98  -55.334    0.142 -179.892  -49.073    0.142 -179.892  -55.334  -49.073  -68.494  -69.565     23.3109     20.7893
2020/11/19_21:01:35.417818069  9864.3   88.39  295.94  -55.290    0.143 -179.158  -49.066    0.143 -179.158  -55.290  -49.066  -68.337  -69.716     23.3126     20.9014
2020/11/19_21:01:36.431577921  9864.3   88.39  295.91  -55.262    0.144 -179.497  -49.062    0.144 -179.497  -55.262  -49.062  -68.378  -69.459     22.9778     20.9527
2020/11/19_21:01:37.445338011  9864.3   88.39  295.90  -55.233    0.144 -179.432  -49.062    0.144 -179.432  -55.233  -49.062  -68.318  -69.739     22.9172     20.9878
2020/11/19_21:01:38.459098101  9864.3   88.39  295.89  -55.203    0.143 -179.099  -49.056    0.143 -179.099  -55.203  -49.056  -68.249  -69.583      23.246     21.1154
2020/11/19_21:01:39.472857952  9864.3   88.39  295.88  -55.172    0.144 -179.365  -49.042    0.144 -179.365  -55.172  -49.042  -68.224  -69.748     23.2553     21.3777
2020/11/19_21:01:40.486618042  9864.3   88.39  295.87  -55.138    0.144 -179.178  -49.047    0.144 -179.178  -55.138  -49.047  -68.292  -69.361     23.5169     21.7198
2020/11/19_21:01:41.500377893  9864.3   88.39  295.85  -55.111    0.144 -179.247  -49.042    0.144 -179.247  -55.111  -49.042  -68.216  -69.362     23.4865     21.8763
2020/11/19_21:01:42.514137983  9864.3   88.39  295.96  -55.070    0.144 -178.612  -49.039    0.144 -178.612  -55.070  -49.039  -68.087  -69.513     23.7297      22.147
2020/11/19_21:01:43.527898073  9864.3   88.39  295.90  -55.029    0.144 -178.362  -49.030    0.144 -178.362  -55.029  -49.030  -68.068  -69.701     23.9159     22.2247
2020/11/19_21:01:44.541657925  9864.3   88.39  295.90  -54.986    0.145 -178.411  -49.020    0.145 -178.411  -54.986  -49.020  -68.029  -69.776     24.1055     22.3315
2020/11/19_21:01:45.555418015  9864.3   88.39  295.90  -54.948    0.145 -178.632  -49.016    0.145 -178.632  -54.948  -49.016  -67.906  -69.419     24.5236     22.5976
2020/11/19_21:01:46.569178104  9864.3   88.39  295.92  -54.906    0.146 -177.934  -49.016    0.146 -177.934  -54.906  -49.016  -67.847  -69.176     24.7043     22.6634
2020/11/19_21:01:47.582937956  9864.3   88.38  295.90  -54.867    0.145 -178.097  -49.000    0.145 -178.097  -54.867  -49.000  -67.982  -69.290      24.924     22.6039
2020/11/19_21:01:48.596698046  9864.3   88.38  295.91  -54.829    0.146 -178.056  -49.000    0.146 -178.056  -54.829  -49.000  -67.827  -69.563     24.7235      22.434
2020/11/19_21:01:49.610457897  9864.3   88.38  295.91  -54.794    0.146 -177.595  -48.998    0.146 -177.595  -54.794  -48.998  -67.734  -69.444     24.4606     22.3527
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:01:50.624217987  9864.3   88.38  295.91  -54.753    0.146 -177.560  -48.988    0.146 -177.560  -54.753  -48.988  -67.738  -69.394     24.4513     22.4264
2020/11/19_21:01:51.637978077  9864.3   88.38  295.90  -54.715    0.145 -177.692  -48.984    0.145 -177.692  -54.715  -48.984  -67.690  -69.499      24.718     22.9785
2020/11/19_21:01:52.651737928  9864.3   88.38  295.90  -54.680    0.146 -177.585  -48.972    0.146 -177.585  -54.680  -48.972  -67.616  -69.303     24.9015     23.3105
2020/11/19_21:01:53.665498018  9864.3   88.39  295.96  -54.631    0.146 -177.595  -48.961    0.146 -177.595  -54.631  -48.961  -67.618  -69.230     25.0144      23.306
2020/11/19_21:01:54.679258108  9864.3   88.38  295.93  -54.591    0.146 -177.326  -48.954    0.146 -177.326  -54.591  -48.954  -67.533  -69.769     25.3146     23.4512
2020/11/19_21:01:55.693017960  9864.3   88.39  295.95  -54.552    0.145 -177.041  -48.954    0.145 -177.041  -54.552  -48.954  -67.471  -69.206     25.3022     23.5426
2020/11/19_21:01:56.706778049  9864.3   88.39  295.97  -54.516    0.146 -176.991  -48.943    0.146 -176.991  -54.516  -48.943  -67.480  -69.830     25.2978      23.911
2020/11/19_21:01:57.720537901  9864.3   88.39  295.92  -54.474    0.147 -176.333  -48.937    0.147 -176.333  -54.474  -48.937  -67.406  -69.589     25.2248      24.056
2020/11/19_21:01:58.734297991  9864.3   88.39  295.99  -54.437    0.147 -176.563  -48.920    0.147 -176.563  -54.437  -48.920  -67.302  -69.267     25.4767      24.025
2020/11/19_21:01:59.748058081  9864.3   88.39  296.00  -54.399    0.147 -176.489  -48.917    0.147 -176.489  -54.399  -48.917  -67.286  -69.426     25.7205     24.0826
2020/11/19_21:02:00.761817932  9864.3   88.39  295.96  -54.361    0.147 -176.275  -48.906    0.147 -176.275  -54.361  -48.906  -67.259  -69.370     25.9032     24.0931
2020/11/19_21:02:01.775578022  9864.3   88.39  295.96  -54.323    0.147 -175.900  -48.900    0.147 -175.900  -54.323  -48.900  -67.261  -69.411      26.126     24.1953
2020/11/19_21:02:02.789338112  9864.3   88.39  295.97  -54.278    0.147 -175.882  -48.899    0.147 -175.882  -54.278  -48.899  -67.168  -69.459      26.215     24.3821
2020/11/19_21:02:03.803097963  9864.3   88.40  296.03  -54.239    0.146 -176.042  -48.886    0.146 -176.042  -54.239  -48.886  -67.158  -69.644      26.162     24.2671
2020/11/19_21:02:04.816858053  9864.3   88.39  296.01  -54.194    0.148 -175.709  -48.879    0.148 -175.709  -54.194  -48.879  -67.155  -69.467     26.2636     24.5542
2020/11/19_21:02:05.830617905  9864.3   88.40  295.99  -54.157    0.148 -175.602  -48.864    0.148 -175.602  -54.157  -48.864  -67.075  -69.399     26.2238      24.661
2020/11/19_21:02:06.844377995  9864.3   88.40  296.00  -54.111    0.148 -175.261  -48.861    0.148 -175.261  -54.111  -48.861  -66.933  -69.219      26.199      24.735
2020/11/19_21:02:07.858138084  9864.3   88.40  295.99  -54.073    0.149 -175.285  -48.848    0.149 -175.285  -54.073  -48.848  -66.897  -69.426     26.4285     24.8548
2020/11/19_21:02:08.871897936  9864.3   88.40  295.99  -54.036    0.148 -175.432  -48.840    0.148 -175.432  -54.036  -48.840  -66.838  -69.710     26.7391     25.0603
2020/11/19_21:02:09.885658026  9864.3   88.40  296.00  -54.004    0.148 -174.981  -48.837    0.148 -174.981  -54.004  -48.837  -66.801  -69.338     26.9942     25.2399
2020/11/19_21:02:10.899418116  9864.3   88.40  295.99  -53.960    0.148 -175.089  -48.828    0.148 -175.089  -53.960  -48.828  -66.781  -69.267     27.2816     25.5328
2020/11/19_21:02:11.913177967  9864.3   88.40  295.97  -53.913    0.148 -175.014  -48.819    0.148 -175.014  -53.913  -48.819  -66.688  -69.478      27.362     25.6408
2020/11/19_21:02:12.926938057  9864.3   88.40  295.98  -53.875    0.148 -174.522  -48.807    0.148 -174.522  -53.875  -48.807  -66.592  -69.307     27.2899     25.6614
2020/11/19_21:02:13.940697908  9864.3   88.40  295.99  -53.831    0.147 -174.350  -48.796    0.147 -174.350  -53.831  -48.796  -66.614  -69.166     27.5418     25.8277
2020/11/19_21:02:14.954457998  9864.3   88.40  295.98  -53.793    0.149 -173.735  -48.787    0.149 -173.735  -53.793  -48.787  -66.595  -69.453     27.5005     25.8737
2020/11/19_21:02:15.968218088  9864.3   88.40  295.99  -53.752    0.148 -173.889  -48.779    0.148 -173.889  -53.752  -48.779  -66.602  -69.354     27.5183      25.944
2020/11/19_21:02:16.981977940  9864.3   88.39  295.94  -53.708    0.150 -173.968  -48.764    0.150 -173.968  -53.708  -48.764  -66.432  -69.363     27.5665     26.0587
2020/11/19_21:02:17.995738029  9864.3   88.39  295.93  -53.668    0.150 -173.091  -48.764    0.150 -173.091  -53.668  -48.764  -66.393  -69.258     27.8242     26.4096
2020/11/19_21:02:19.009497881  9864.3   88.39  295.97  -53.635    0.150 -172.948  -48.750    0.150 -172.948  -53.635  -48.750  -66.424  -69.356     28.0893     26.6447
2020/11/19_21:02:20.023257971  9864.3   88.39  295.89  -53.594    0.150 -173.604  -48.740    0.150 -173.604  -53.594  -48.740  -66.306  -69.574     28.2155     26.8021
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:02:21.037018061  9864.3   88.39  295.85  -53.556    0.149 -172.975  -48.728    0.149 -172.975  -53.556  -48.728  -66.333  -68.983     28.2348     26.8133
2020/11/19_21:02:22.050777912  9864.3   88.39  295.83  -53.518    0.150 -172.842  -48.716    0.150 -172.842  -53.518  -48.716  -66.284  -69.301     28.3978     26.8833
2020/11/19_21:02:23.064538002  9864.3   88.39  295.83  -53.472    0.150 -173.324  -48.708    0.150 -173.324  -53.472  -48.708  -66.129  -69.370     28.6858     27.2169
2020/11/19_21:02:24.078298092  9864.3   88.39  295.94  -53.440    0.150 -172.455  -48.709    0.150 -172.455  -53.440  -48.709  -66.177  -69.413     28.7739     27.4163
2020/11/19_21:02:25.092057943  9864.3   88.39  295.86  -53.401    0.151 -173.100  -48.694    0.151 -173.100  -53.401  -48.694  -66.089  -69.410     28.5573     27.3372
2020/11/19_21:02:26.105818033  9864.3   88.39  295.84  -53.360    0.151 -172.483  -48.691    0.151 -172.483  -53.360  -48.691  -65.897  -69.135     28.4632     27.1918
2020/11/19_21:02:27.119577885  9864.3   88.39  295.83  -53.324    0.151 -172.342  -48.678    0.151 -172.342  -53.324  -48.678  -66.076  -69.154     28.6447     27.1862
2020/11/19_21:02:28.133337975  9864.3   88.39  295.82  -53.285    0.150 -172.901  -48.664    0.150 -172.901  -53.285  -48.664  -66.009  -69.125     28.9912     27.2642
2020/11/19_21:02:29.147098064  9864.3   88.39  295.83  -53.249    0.152 -171.915  -48.657    0.152 -171.915  -53.249  -48.657  -65.928  -69.263       29.32     27.4542
2020/11/19_21:02:30.160857916  9864.3   88.39  295.83  -53.212    0.151 -171.962  -48.638    0.151 -171.962  -53.212  -48.638  -65.855  -69.133     29.4069     27.5405
2020/11/19_21:02:31.174618006  9864.3   88.39  295.82  -53.178    0.152 -171.787  -48.631    0.152 -171.787  -53.178  -48.631  -65.863  -69.058     29.4046     27.8129
2020/11/19_21:02:32.188378096  9864.3   88.39  295.82  -53.139    0.153 -171.475  -48.618    0.153 -171.475  -53.139  -48.618  -65.836  -69.219     29.4105     28.1024
2020/11/19_21:02:33.202137947  9864.3   88.39  295.82  -53.094    0.151 -171.285  -48.601    0.151 -171.285  -53.094  -48.601  -65.697  -69.382      29.375     28.1153
2020/11/19_21:02:34.215898037  9864.3   88.39  295.81  -53.057    0.151 -171.098  -48.598    0.151 -171.098  -53.057  -48.598  -65.761  -68.861     29.5911     27.9585
2020/11/19_21:02:35.229657888  9864.3   88.39  295.81  -53.022    0.152 -171.278  -48.577    0.152 -171.278  -53.022  -48.577  -65.651  -68.969       29.96     27.9279
2020/11/19_21:02:36.243417978  9864.3   88.39  295.82  -52.985    0.152 -171.012  -48.565    0.152 -171.012  -52.985  -48.565  -65.635  -69.112     30.2924     27.8841
2020/11/19_21:02:37.257178068  9864.3   88.39  295.84  -52.946    0.152 -171.115  -48.560    0.152 -171.115  -52.946  -48.560  -65.591  -69.091     30.3641     27.9599
2020/11/19_21:02:38.270937920  9864.3   88.39  295.84  -52.911    0.152 -170.912  -48.547    0.152 -170.912  -52.911  -48.547  -65.480  -69.076     30.3265     28.0824
2020/11/19_21:02:39.284698009  9864.3   88.39  295.84  -52.876    0.153 -171.009  -48.542    0.153 -171.009  -52.876  -48.542  -65.497  -69.137     30.3387     28.0819
2020/11/19_21:02:40.298458099  9864.3   88.39  295.85  -52.838    0.154 -170.480  -48.534    0.154 -170.480  -52.838  -48.534  -65.454  -69.095      30.473     28.3292
2020/11/19_21:02:41.312217951  9864.3   88.39  295.84  -52.803    0.153 -170.184  -48.521    0.153 -170.184  -52.803  -48.521  -65.452  -69.144     30.4135     28.4947
2020/11/19_21:02:42.325978041  9864.3   88.39  295.85  -52.764    0.153 -170.998  -48.515    0.153 -170.998  -52.764  -48.515  -65.399  -69.143     30.3109     28.7607
2020/11/19_21:02:43.339737892  9864.3   88.39  295.85  -52.730    0.153 -170.332  -48.501    0.153 -170.332  -52.730  -48.501  -65.392  -68.945     30.3582     28.9182
2020/11/19_21:02:44.353497982  9864.3   88.39  295.86  -52.693    0.153 -169.805  -48.486    0.153 -169.805  -52.693  -48.486  -65.277  -69.099      30.581     28.9836
2020/11/19_21:02:45.367258072  9864.3   88.39  295.87  -52.655    0.154 -170.376  -48.473    0.154 -170.376  -52.655  -48.473  -65.278  -68.957      31.299     29.2002
2020/11/19_21:02:46.381017923  9864.3   88.39  295.87  -52.624    0.155 -170.191  -48.459    0.155 -170.191  -52.624  -48.459  -65.225  -68.828     31.5449     29.0739
2020/11/19_21:02:47.394778013  9864.3   88.39  295.86  -52.605    0.154 -169.205  -48.445    0.154 -169.205  -52.605  -48.445  -65.239  -68.923     31.5265     29.1886
2020/11/19_21:02:48.408538103  9864.3   88.39  295.86  -52.576    0.155 -169.771  -48.435    0.155 -169.771  -52.576  -48.435  -65.206  -68.473      31.378     29.3946
2020/11/19_21:02:49.422297955  9864.3   88.39  295.87  -52.551    0.154 -169.615  -48.428    0.154 -169.615  -52.551  -48.428  -65.151  -69.006     31.2359     29.6148
2020/11/19_21:02:50.436058044  9864.3   88.39  295.86  -52.529    0.155 -169.327  -48.414    0.155 -169.327  -52.529  -48.414  -65.138  -69.012     31.4529     29.8846
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:02:51.449817896  9864.3   88.39  295.87  -52.511    0.155 -169.058  -48.400    0.155 -169.058  -52.511  -48.400  -65.112  -68.909     31.5827     29.8451
2020/11/19_21:02:52.463577986  9864.3   88.39  295.87  -52.494    0.156 -168.590  -48.385    0.156 -168.590  -52.494  -48.385  -65.038  -68.619     31.5296     29.9101
2020/11/19_21:02:53.477338076  9864.3   88.39  295.87  -52.487    0.156 -168.826  -48.375    0.156 -168.826  -52.487  -48.375  -65.066  -68.849     31.4859     30.0104
2020/11/19_21:02:54.491097927  9864.3   88.39  295.92  -52.474    0.156 -168.640  -48.360    0.156 -168.640  -52.474  -48.360  -65.082  -69.088     31.6097     30.1353
2020/11/19_21:02:55.504858017  9864.3   88.42  294.50  -52.467    0.156 -168.885  -48.343    0.156 -168.885  -52.467  -48.343  -65.061  -68.937     31.4515     30.0614
2020/11/19_21:02:56.518618107  9864.3   88.39  295.88  -52.457    0.154 -168.426  -48.335    0.154 -168.426  -52.457  -48.335  -65.048  -68.858     31.3009     30.0513
2020/11/19_21:02:57.532377958  9864.3   88.39  295.87  -52.453    0.155 -168.234  -48.320    0.155 -168.234  -52.453  -48.320  -64.991  -68.762      31.349     30.1278
2020/11/19_21:02:58.546138048  9864.3   88.39  295.88  -52.451    0.157 -167.990  -48.312    0.157 -167.990  -52.451  -48.312  -64.979  -68.924     31.4037     30.2784
2020/11/19_21:02:59.559897900  9864.3   88.39  295.89  -52.444    0.156 -168.236  -48.296    0.156 -168.236  -52.444  -48.296  -65.014  -68.962     31.6414     30.3115
2020/11/19_21:03:00.573657990  9864.3   88.39  295.90  -52.444    0.156 -167.809  -48.285    0.156 -167.809  -52.444  -48.285  -64.982  -68.904     31.6046     30.3762
2020/11/19_21:03:01.587418079  9864.3   88.39  295.88  -52.442    0.156 -167.365  -48.269    0.156 -167.365  -52.442  -48.269  -64.980  -68.762     31.5802     30.6128
2020/11/19_21:03:02.601177931  9864.3   88.39  295.88  -52.438    0.157 -167.688  -48.259    0.157 -167.688  -52.438  -48.259  -64.974  -68.812     31.4065     30.6482
2020/11/19_21:03:03.614938021  9864.3   88.39  295.82  -52.447    0.158 -167.342  -48.241    0.158 -167.342  -52.447  -48.241  -64.999  -68.701     31.2553     30.4222
2020/11/19_21:03:04.628698111  9864.3   88.39  295.87  -52.439    0.157 -167.665  -48.231    0.157 -167.665  -52.439  -48.231  -64.975  -68.573     31.1704     30.4803
2020/11/19_21:03:05.642457962  9864.3   88.39  295.84  -52.451    0.157 -167.341  -48.216    0.157 -167.341  -52.451  -48.216  -64.998  -68.866     31.1165     30.7911
2020/11/19_21:03:06.656218052  9864.3   88.39  295.85  -52.457    0.158 -166.980  -48.202    0.158 -166.980  -52.457  -48.202  -65.043  -68.766     31.2455      31.096
2020/11/19_21:03:07.669977903  9864.3   88.39  295.85  -52.463    0.159 -167.138  -48.179    0.159 -167.138  -52.463  -48.179  -65.089  -68.698     31.1603     30.9471
2020/11/19_21:03:08.683737993  9864.3   88.39  295.86  -52.466    0.158 -166.718  -48.178    0.158 -166.718  -52.466  -48.178  -65.015  -68.652     31.1486     30.9588
2020/11/19_21:03:09.697498083  9864.3   88.39  295.87  -52.477    0.158 -166.702  -48.163    0.158 -166.702  -52.477  -48.163  -65.059  -68.587     31.2692     31.2718
2020/11/19_21:03:10.711257935  9864.3   88.39  295.86  -52.472    0.159 -166.297  -48.147    0.159 -166.297  -52.472  -48.147  -65.003  -68.720     31.2612     31.5692
