# RUN INFO: year,month,day,hour,min,sec,nSamples,startGate,nGates
# 2020,12,19,00,51,50,10000,100,300
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
#,HCR,1609,40.0379,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
# DUAL CHANNEL MODE:
#   Start gate: 100
#   N gates: 300
#   N samples: 10000
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
#,HCR,1609,40.0379,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_20:49:03.426661015  9864.3   88.40  295.10  -59.905    0.055 -149.350  -48.949    0.055 -149.350  -59.905  -48.949     33.7811     30.5534
2020/11/05_20:49:04.440421104  9864.3   88.39  295.22  -59.915    0.053 -149.766  -48.940    0.053 -149.766  -59.915  -48.940     33.8181     30.8294
2020/11/05_20:49:05.454180956  9864.3   88.40  295.18  -59.920    0.053 -149.190  -48.924    0.053 -149.190  -59.920  -48.924     33.5475     30.9196
2020/11/05_20:49:06.467941046  9864.3   88.40  295.18  -59.921    0.054 -150.142  -48.912    0.054 -150.142  -59.921  -48.912     33.0815     30.8789
2020/11/05_20:49:07.481700897  9864.3   88.40  295.18  -59.923    0.054 -149.401  -48.892    0.054 -149.401  -59.923  -48.892     32.6234     30.9428
2020/11/05_20:49:08.495460987  9864.3   88.40  295.17  -59.924    0.054 -148.851  -48.884    0.054 -148.851  -59.924  -48.884     32.4906     31.1732
2020/11/05_20:49:09.509221077  9864.3   88.39  295.17  -59.930    0.054 -148.914  -48.868    0.054 -148.914  -59.930  -48.868       32.64     31.1603
2020/11/05_20:49:10.522980928  9864.3   88.39  295.18  -59.934    0.055 -148.112  -48.854    0.055 -148.112  -59.934  -48.854     32.8671     31.1772
2020/11/05_20:49:11.536741018  9864.3   88.40  295.19  -59.945    0.055 -148.209  -48.829    0.055 -148.209  -59.945  -48.829     32.7851     31.0395
2020/11/05_20:49:12.550501108  9864.3   88.40  295.14  -59.951    0.055 -149.540  -48.822    0.055 -149.540  -59.951  -48.822     32.7093     31.0606
2020/11/05_20:49:13.564260960  9864.3   88.39  295.12  -59.953    0.054 -149.091  -48.811    0.054 -149.091  -59.953  -48.811     32.7001      31.291
2020/11/05_20:49:14.578021049  9864.3   88.39  295.12  -59.954    0.053 -149.796  -48.785    0.053 -149.796  -59.954  -48.785     32.5657     31.5242
2020/11/05_20:49:15.591780901  9864.3   88.39  295.22  -59.962    0.055 -149.660  -48.769    0.055 -149.660  -59.962  -48.769     32.3249     31.6509
2020/11/05_20:49:16.605540991  9864.3   88.39  295.16  -59.977    0.055 -148.173  -48.750    0.055 -148.173  -59.977  -48.750     32.1782     31.5397
2020/11/05_20:49:17.619301081  9864.3   88.39  295.15  -59.977    0.054 -148.340  -48.731    0.054 -148.340  -59.977  -48.731     32.2265      31.581
2020/11/05_20:49:18.633060932  9864.3   88.39  295.15  -59.986    0.055 -148.097  -48.715    0.055 -148.097  -59.986  -48.715     32.1811     31.6371
2020/11/05_20:49:19.646821022  9864.3   88.39  295.15  -59.991    0.054 -149.395  -48.696    0.054 -149.395  -59.991  -48.696     32.1213     31.6147
2020/11/05_20:49:20.660581112  9864.3   88.39  295.16  -59.992    0.055 -150.173  -48.687    0.055 -150.173  -59.992  -48.687     32.1099     31.6056
2020/11/05_20:49:21.674340963  9864.3   88.39  295.17  -59.999    0.055 -149.034  -48.665    0.055 -149.034  -59.999  -48.665     32.1281     31.5886
2020/11/05_20:49:22.688101053  9864.3   88.39  295.28  -60.010    0.055 -148.216  -48.660    0.055 -148.216  -60.010  -48.660     32.1045     31.7538
2020/11/05_20:49:23.701860905  9864.3   88.39  295.24  -60.009    0.055 -149.537  -48.651    0.055 -149.537  -60.009  -48.651     32.1198      32.038
2020/11/05_20:49:24.715620995  9864.3   88.39  295.19  -60.018    0.055 -148.336  -48.642    0.055 -148.336  -60.018  -48.642     32.1127     32.4248
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_20:49:25.729381084  9864.3   88.39  295.19  -60.026    0.054 -148.026  -48.640    0.054 -148.026  -60.026  -48.640     32.1313     32.5614
2020/11/05_20:49:26.743140936  9864.3   88.39  295.24  -60.036    0.055 -149.303  -48.627    0.055 -149.303  -60.036  -48.627     32.3128     32.5965
2020/11/05_20:49:27.756901026  9864.3   88.39  295.16  -60.043    0.056 -148.535  -48.627    0.056 -148.535  -60.043  -48.627     32.1858     32.3863
2020/11/05_20:49:28.770661116  9864.3   88.39  295.19  -60.032    0.054 -149.344  -48.630    0.054 -149.344  -60.032  -48.630     32.0503     32.3308
2020/11/05_20:49:29.784420967  9864.3   88.39  295.18  -60.048    0.055 -148.863  -48.640    0.055 -148.863  -60.048  -48.640     31.8912     32.4429
2020/11/05_20:49:30.798181057  9864.3   88.39  295.18  -60.046    0.055 -149.062  -48.638    0.055 -149.062  -60.046  -48.638     31.6833     32.4147
2020/11/05_20:49:31.811940908  9864.3   88.39  295.17  -60.059    0.055 -149.497  -48.641    0.055 -149.497  -60.059  -48.641      31.645     32.5087
2020/11/05_20:49:32.825700998  9864.3   88.39  295.12  -60.063    0.056 -148.713  -48.645    0.056 -148.713  -60.063  -48.645     31.7879     32.6067
2020/11/05_20:49:33.839461088  9864.3   88.40  295.13  -60.067    0.055 -149.533  -48.656    0.055 -149.533  -60.067  -48.656     31.9476     32.5351
2020/11/05_20:49:34.853220940  9864.3   88.40  295.09  -60.072    0.055 -148.926  -48.663    0.055 -148.926  -60.072  -48.663     31.9883     32.5477
2020/11/05_20:49:35.866981030  9864.3   88.40  295.04  -60.076    0.056 -149.862  -48.672    0.056 -149.862  -60.076  -48.672     31.8922     32.8252
2020/11/05_20:49:36.880740881  9864.3   88.40  295.04  -60.070    0.055 -149.315  -48.677    0.055 -149.315  -60.070  -48.677      31.629     33.0498
2020/11/05_20:49:37.894500971  9864.3   88.40  295.00  -60.092    0.056 -149.206  -48.692    0.056 -149.206  -60.092  -48.692     31.2409     33.1377
2020/11/05_20:49:38.908261061  9864.3   88.40  295.01  -60.097    0.054 -149.470  -48.688    0.054 -149.470  -60.097  -48.688     31.1529     33.0418
2020/11/05_20:49:39.922020912  9864.3   88.40  295.00  -60.094    0.056 -148.596  -48.699    0.056 -148.596  -60.094  -48.699     31.0752     32.7643
2020/11/05_20:49:40.935781002  9864.3   88.40  295.01  -60.102    0.054 -147.496  -48.698    0.054 -147.496  -60.102  -48.698     31.1226     32.8742
2020/11/05_20:49:41.949541092  9864.3   88.40  294.94  -60.098    0.054 -148.868  -48.712    0.054 -148.868  -60.098  -48.712      31.166     32.8762
2020/11/05_20:49:42.963300943  9864.3   88.40  294.95  -60.099    0.055 -149.141  -48.719    0.055 -149.141  -60.099  -48.719     31.0185     32.5999
2020/11/05_20:49:43.977061033  9864.3   88.40  294.96  -60.108    0.057 -149.617  -48.735    0.057 -149.617  -60.108  -48.735     30.9421     32.2419
2020/11/05_20:49:44.990820885  9864.3   88.40  294.95  -60.102    0.055 -149.795  -48.736    0.055 -149.795  -60.102  -48.736     30.8487     32.2016
2020/11/05_20:49:46.004580975  9864.3   88.40  294.89  -60.109    0.055 -148.577  -48.743    0.055 -148.577  -60.109  -48.743     30.8765     32.3304
2020/11/05_20:49:47.018341064  9864.3   88.40  294.90  -60.096    0.055 -149.848  -48.755    0.055 -149.848  -60.096  -48.755     30.9409     32.3636
2020/11/05_20:49:48.032100916  9864.3   88.40  294.88  -60.093    0.056 -149.643  -48.767    0.056 -149.643  -60.093  -48.767     31.0123      32.317
2020/11/05_20:49:49.045861006  9864.3   88.40  294.88  -60.098    0.055 -148.445  -48.770    0.055 -148.445  -60.098  -48.770     31.1792     32.2497
2020/11/05_20:49:50.059621096  9864.3   88.40  294.88  -60.089    0.055 -148.650  -48.783    0.055 -148.650  -60.089  -48.783     31.1051      32.521
2020/11/05_20:49:51.073380947  9864.3   88.40  294.87  -60.084    0.055 -147.569  -48.790    0.055 -147.569  -60.084  -48.790     31.3552     32.7195
2020/11/05_20:49:52.087141037  9864.3   88.40  294.86  -60.078    0.054 -147.888  -48.796    0.054 -147.888  -60.078  -48.796     31.5007      32.689
2020/11/05_20:49:53.100900888  9864.3   88.40  294.86  -60.079    0.055 -148.638  -48.800    0.055 -148.638  -60.079  -48.800     31.5328     32.6065
2020/11/05_20:49:54.114660978  9864.3   88.40  294.85  -60.067    0.055 -149.487  -48.812    0.055 -149.487  -60.067  -48.812     31.4214     32.1318
2020/11/05_20:49:55.128421068  9864.3   88.40  294.84  -60.065    0.055 -147.966  -48.817    0.055 -147.966  -60.065  -48.817     31.4513     32.1005
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_20:49:56.142180920  9864.3   88.40  294.83  -60.042    0.054 -148.255  -48.832    0.054 -148.255  -60.042  -48.832     31.3895     31.9188
2020/11/05_20:49:57.155941010  9864.3   88.40  294.90  -60.042    0.055 -148.882  -48.838    0.055 -148.882  -60.042  -48.838     31.5477     31.7926
2020/11/05_20:49:58.169701099  9864.3   88.40  294.88  -60.040    0.054 -148.503  -48.843    0.054 -148.503  -60.040  -48.843     31.5964     31.7214
2020/11/05_20:49:59.183460951  9864.3   88.39  294.96  -60.032    0.056 -149.569  -48.861    0.056 -149.569  -60.032  -48.861      31.511     31.7511
2020/11/05_20:50:00.197221041  9864.3   88.39  294.94  -60.025    0.053 -148.866  -48.857    0.053 -148.866  -60.025  -48.857     31.2485     31.8369
2020/11/05_20:50:01.210980892  9864.3   88.39  294.92  -60.016    0.055 -149.143  -48.870    0.055 -149.143  -60.016  -48.870     31.1718     31.6777
2020/11/05_20:50:02.224740982  9864.3   88.39  294.92  -60.021    0.055 -148.043  -48.871    0.055 -148.043  -60.021  -48.871     31.2994     31.5565
2020/11/05_20:50:03.238501072  9864.3   88.39  295.02  -60.012    0.055 -148.664  -48.887    0.055 -148.664  -60.012  -48.887     31.5086     31.5072
2020/11/05_20:50:04.252260923  9864.3   88.39  294.94  -60.012    0.056 -148.425  -48.887    0.056 -148.425  -60.012  -48.887     31.3915      31.275
2020/11/05_20:50:05.266021013  9864.3   88.39  294.92  -60.007    0.055 -148.581  -48.907    0.055 -148.581  -60.007  -48.907     31.2156     31.1697
2020/11/05_20:50:06.279781103  9864.3   88.39  295.03  -60.007    0.055 -149.479  -48.909    0.055 -149.479  -60.007  -48.909     31.1631     31.1217
2020/11/05_20:50:07.293540955  9864.3   88.39  294.98  -60.001    0.055 -149.047  -48.912    0.055 -149.047  -60.001  -48.912     31.2875     30.9328
2020/11/05_20:50:08.307301044  9864.3   88.43  294.16  -60.006    0.053 -148.396  -48.919    0.053 -148.396  -60.006  -48.919     31.3275     31.0173
2020/11/05_20:50:09.321060896  9864.3   88.39  294.98  -60.007    0.054 -148.756  -48.924    0.054 -148.756  -60.007  -48.924     31.4411     31.0232
2020/11/05_20:50:10.334820986  9864.3   88.39  294.99  -60.007    0.054 -148.701  -48.930    0.054 -148.701  -60.007  -48.930     31.3802       30.85
2020/11/05_20:50:11.348581076  9864.3   88.39  295.01  -60.012    0.055 -149.094  -48.948    0.055 -149.094  -60.012  -48.948     31.5376     30.6624
2020/11/05_20:50:12.362340927  9864.3   88.39  295.01  -60.006    0.055 -148.171  -48.947    0.055 -148.171  -60.006  -48.947     32.1486     30.5994
2020/11/05_20:50:13.376101017  9864.3   88.39  295.00  -60.005    0.054 -148.902  -48.951    0.054 -148.902  -60.005  -48.951     32.4272     30.6087
2020/11/05_20:50:14.389861107  9864.3   88.39  295.08  -60.016    0.054 -148.794  -48.957    0.054 -148.794  -60.016  -48.957     32.5081     30.5553
2020/11/05_20:50:15.403620958  9864.3   88.39  295.01  -60.018    0.054 -148.529  -48.959    0.054 -148.529  -60.018  -48.959     32.1872     30.5954
2020/11/05_20:50:16.417381048  9864.3   88.39  294.95  -60.020    0.054 -148.777  -48.969    0.054 -148.777  -60.020  -48.969     31.9234     30.7976
2020/11/05_20:50:17.431140900  9864.3   88.39  294.97  -60.032    0.055 -147.638  -48.968    0.055 -147.638  -60.032  -48.968     31.7302     30.9032
2020/11/05_20:50:18.444900990  9864.3   88.40  294.91  -60.037    0.055 -148.714  -48.972    0.055 -148.714  -60.037  -48.972     31.6704     30.8415
2020/11/05_20:50:19.458661079  9864.3   88.40  294.92  -60.036    0.054 -149.999  -48.972    0.054 -149.999  -60.036  -48.972     31.4855     30.6265
2020/11/05_20:50:20.472420931  9864.3   88.40  294.98  -60.046    0.055 -150.107  -48.972    0.055 -150.107  -60.046  -48.972     31.3183     30.5466
2020/11/05_20:50:21.486181021  9864.3   88.40  294.89  -60.049    0.055 -148.641  -48.968    0.055 -148.641  -60.049  -48.968     31.3994     30.7054
2020/11/05_20:50:22.499941111  9864.3   88.40  294.88  -60.054    0.054 -147.722  -48.961    0.054 -147.722  -60.054  -48.961     31.6815     30.7012
2020/11/05_20:50:23.513700962  9864.3   88.40  294.87  -60.051    0.054 -148.646  -48.963    0.054 -148.646  -60.051  -48.963     31.9648     30.7737
2020/11/05_20:50:24.527461052  9864.3   88.40  294.88  -60.056    0.054 -148.663  -48.954    0.054 -148.663  -60.056  -48.954     32.1674      30.796
2020/11/05_20:50:25.541220903  9864.3   88.40  294.88  -60.064    0.053 -147.787  -48.954    0.053 -147.787  -60.064  -48.954     32.0265     30.6363
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_20:50:26.554980993  9864.3   88.40  294.87  -60.073    0.054 -147.967  -48.936    0.054 -147.967  -60.073  -48.936     31.6947     30.4844
2020/11/05_20:50:27.568741083  9864.3   88.40  294.87  -60.081    0.055 -148.753  -48.938    0.055 -148.753  -60.081  -48.938     31.6312     30.2898
2020/11/05_20:50:28.582500935  9864.3   88.40  294.87  -60.082    0.056 -147.956  -48.936    0.056 -147.956  -60.082  -48.936     31.6432     30.4427
2020/11/05_20:50:29.596261024  9864.3   88.40  294.87  -60.075    0.054 -148.574  -48.922    0.054 -148.574  -60.075  -48.922      31.588     30.4116
2020/11/05_20:50:30.610021114  9864.3   88.40  294.86  -60.091    0.055 -149.265  -48.918    0.055 -149.265  -60.091  -48.918     31.6849     30.4591
2020/11/05_20:50:31.623780966  9864.3   88.40  294.86  -60.084    0.055 -148.747  -48.902    0.055 -148.747  -60.084  -48.902     31.7736     30.6928
2020/11/05_20:50:32.637541056  9864.3   88.40  294.85  -60.086    0.055 -147.459  -48.895    0.055 -147.459  -60.086  -48.895     31.6433     30.5507
2020/11/05_20:50:33.651300907  9864.3   88.40  294.98  -60.095    0.054 -148.989  -48.882    0.054 -148.989  -60.095  -48.882     31.3092      30.532
2020/11/05_20:50:34.665060997  9864.3   88.40  294.91  -60.096    0.055 -148.633  -48.868    0.055 -148.633  -60.096  -48.868     31.1382     30.4836
2020/11/05_20:50:35.678821087  9864.3   88.40  294.90  -60.097    0.055 -148.744  -48.866    0.055 -148.744  -60.097  -48.866     31.3112     30.7784
2020/11/05_20:50:36.692580938  9864.3   88.40  294.90  -60.097    0.055 -148.681  -48.843    0.055 -148.681  -60.097  -48.843     31.2223     30.8207
2020/11/05_20:50:37.706341028  9864.3   88.40  294.99  -60.104    0.055 -148.834  -48.832    0.055 -148.834  -60.104  -48.832     31.1841     30.9795
2020/11/05_20:50:38.720101118  9864.3   88.40  294.97  -60.099    0.055 -148.808  -48.820    0.055 -148.808  -60.099  -48.820     31.2379     31.2303
2020/11/05_20:50:39.733860970  9864.3   88.39  295.07  -60.102    0.055 -148.726  -48.806    0.055 -148.726  -60.102  -48.806     31.3805      31.306
2020/11/05_20:50:40.747621059  9864.3   88.39  295.08  -60.091    0.055 -149.259  -48.787    0.055 -149.259  -60.091  -48.787     31.4334     31.2448
2020/11/05_20:50:41.761380911  9864.3   88.39  295.04  -60.091    0.055 -149.180  -48.780    0.055 -149.180  -60.091  -48.780     31.2955     31.2499
2020/11/05_20:50:42.775141001  9864.3   88.40  295.04  -60.081    0.055 -149.185  -48.754    0.055 -149.185  -60.081  -48.754     31.2113     31.2896
2020/11/05_20:50:43.788901091  9864.3   88.40  295.04  -60.076    0.055 -149.597  -48.736    0.055 -149.597  -60.076  -48.736     31.2238      31.567
2020/11/05_20:50:44.802660942  9864.3   88.43  294.04  -60.058    0.055 -148.614  -48.723    0.055 -148.614  -60.058  -48.723      31.462     31.7016
2020/11/05_20:50:45.816421032  9864.3   88.39  295.04  -60.059    0.055 -149.001  -48.709    0.055 -149.001  -60.059  -48.709     31.2365      31.607
2020/11/05_20:50:46.830180883  9864.3   88.39  295.05  -60.062    0.054 -150.305  -48.691    0.054 -150.305  -60.062  -48.691     30.9682     31.5922
2020/11/05_20:50:47.843940973  9864.3   88.39  295.06  -60.049    0.055 -148.946  -48.680    0.055 -148.946  -60.049  -48.680     30.9317      31.673
2020/11/05_20:50:48.857701063  9864.3   88.39  295.05  -60.044    0.056 -149.584  -48.663    0.056 -149.584  -60.044  -48.663     31.3424     32.0286
2020/11/05_20:50:49.871460915  9864.3   88.39  295.06  -60.025    0.055 -148.701  -48.651    0.055 -148.701  -60.025  -48.651     31.6579     32.3339
2020/11/05_20:50:50.885221004  9864.3   88.39  295.06  -60.026    0.056 -148.682  -48.634    0.056 -148.682  -60.026  -48.634     31.5711     32.3112
2020/11/05_20:50:51.898981094  9864.3   88.40  295.05  -60.025    0.056 -149.590  -48.628    0.056 -149.590  -60.025  -48.628     31.6085     32.1831
2020/11/05_20:50:52.912740946  9864.3   88.39  295.05  -60.015    0.055 -149.240  -48.625    0.055 -149.240  -60.015  -48.625     31.5966     32.3627
2020/11/05_20:50:53.926501036  9864.3   88.39  295.05  -60.014    0.056 -148.467  -48.616    0.056 -148.467  -60.014  -48.616     31.6006     32.4353
2020/11/05_20:50:54.940260887  9864.3   88.39  295.06  -60.017    0.055 -149.802  -48.611    0.055 -149.802  -60.017  -48.611     31.6313     32.6364
2020/11/05_20:50:55.954020977  9864.3   88.39  295.04  -60.022    0.055 -148.536  -48.603    0.055 -148.536  -60.022  -48.603     31.6723      32.674
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_20:50:56.967781067  9864.3   88.39  295.04  -60.012    0.055 -149.318  -48.605    0.055 -149.318  -60.012  -48.605     31.6975     32.5105
2020/11/05_20:50:57.981540918  9864.3   88.40  295.03  -60.023    0.055 -149.573  -48.613    0.055 -149.573  -60.023  -48.613      31.796     32.5991
2020/11/05_20:50:58.995301008  9864.3   88.39  295.03  -60.015    0.055 -149.687  -48.619    0.055 -149.687  -60.015  -48.619     31.5754     32.4968
2020/11/05_20:51:00.009061098  9864.3   88.40  294.97  -60.004    0.056 -149.497  -48.616    0.056 -149.497  -60.004  -48.616      31.499      32.594
2020/11/05_20:51:01.022820950  9864.3   88.40  294.97  -60.010    0.055 -148.909  -48.616    0.055 -148.909  -60.010  -48.616     31.5029     32.4443
2020/11/05_20:51:02.036581039  9864.3   88.40  294.96  -60.015    0.054 -148.293  -48.618    0.054 -148.293  -60.015  -48.618     31.7481     32.2933
2020/11/05_20:51:03.050340891  9864.3   88.40  294.97  -60.018    0.055 -149.200  -48.629    0.055 -149.200  -60.018  -48.629     32.1874     32.3301
