# RUN INFO: year,month,day,hour,min,sec,nSamples,startGate,nGates
# 2020,12,19,00,51,50,10000,100,300
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
#,HCR,1609,40.0379,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
# DUAL CHANNEL MODE:
#   Start gate: 100
#   N gates: 300
#   N samples: 10000
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
#,HCR,1609,40.0379,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_20:46:13.114980936  9864.3   88.39  295.02  -25.492    0.045   52.999  -61.238    0.045   52.999  -25.492  -61.238      33.017       33.18
2020/11/05_20:46:14.128741026  9864.3   88.39  295.12  -25.492    0.044   54.081  -61.214    0.044   54.081  -25.492  -61.214     33.0938     33.3465
2020/11/05_20:46:15.142501116  9864.3   88.39  295.03  -25.505    0.047   32.032  -61.217    0.047   32.032  -25.505  -61.217     33.0372     33.3039
2020/11/05_20:46:16.156260967  9864.3   88.39  295.02  -25.512    0.050   27.558  -61.224    0.050   27.558  -25.512  -61.224      32.929     33.1737
2020/11/05_20:46:17.170021057  9864.3   88.39  295.02  -25.518    0.049   31.237  -61.227    0.049   31.237  -25.518  -61.227     33.0804     33.0841
2020/11/05_20:46:18.183780909  9864.3   88.39  295.14  -25.529    0.045   27.885  -61.237    0.045   27.885  -25.529  -61.237     33.0737     32.9008
2020/11/05_20:46:19.197540998  9864.3   88.39  295.08  -25.534    0.049   31.958  -61.235    0.049   31.958  -25.534  -61.235     33.2761     33.0373
2020/11/05_20:46:20.211301088  9864.3   88.39  295.08  -25.542    0.044   47.274  -61.244    0.044   47.274  -25.542  -61.244     33.1517     33.0572
2020/11/05_20:46:21.225060940  9864.3   88.39  295.08  -26.333    0.049   61.324  -61.262    0.049   61.324  -26.333  -61.262     32.8934     33.1132
2020/11/05_20:46:22.238821030  9864.3   88.40  295.14  -27.643    0.047   54.338  -61.251    0.047   54.338  -27.643  -61.251     32.7448     33.1729
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_20:46:23.252580881  9864.3   88.40  295.07  -29.269    0.053   57.837  -61.247    0.053   57.837  -29.269  -61.247     32.8111     33.1423
2020/11/05_20:46:24.266340971  9864.3   88.40  295.08  -30.388    0.063   59.539  -61.243    0.063   59.539  -30.388  -61.243      32.818     33.0642
2020/11/05_20:46:25.280101061  9864.3   88.40  295.03  -30.542    0.059   57.159  -61.263    0.059   57.159  -30.542  -61.263     32.8029     33.0253
2020/11/05_20:46:26.293860912  9864.3   88.40  295.11  -30.557    0.059   53.167  -61.262    0.059   53.167  -30.557  -61.262     32.7257     32.9838
2020/11/05_20:46:27.307621002  9864.3   88.40  295.10  -30.568    0.068   58.740  -61.273    0.068   58.740  -30.568  -61.273     32.5644     32.7917
2020/11/05_20:46:28.321381092  9864.3   88.40  295.03  -30.578    0.071   61.662  -61.285    0.071   61.662  -30.578  -61.285     32.4907     32.7391
2020/11/05_20:46:29.335140944  9864.3   88.40  295.04  -30.588    0.077   62.614  -61.294    0.077   62.614  -30.588  -61.294     32.4091     32.7261
2020/11/05_20:46:30.348901033  9864.3   88.40  295.04  -30.594    0.074   62.854  -61.302    0.074   62.854  -30.594  -61.302     32.3299     32.6112
2020/11/05_20:46:31.362660885  9864.3   88.40  295.05  -30.603    0.070   57.684  -61.311    0.070   57.684  -30.603  -61.311      32.273     32.3937
2020/11/05_20:46:32.376420975  9864.3   88.40  294.99  -30.638    0.065   58.717  -61.321    0.065   58.717  -30.638  -61.321     32.2408     32.3071
2020/11/05_20:46:33.390181065  9864.3   88.40  294.99  -31.825    0.063   55.332  -61.317    0.063   55.332  -31.825  -61.317     32.3778      32.385
2020/11/05_20:46:34.403940916  9864.3   88.40  294.97  -33.556    0.076   47.471  -61.307    0.076   47.471  -33.556  -61.307     32.3989     32.3587
2020/11/05_20:46:35.417701006  9864.3   88.40  294.97  -34.848    0.075   44.215  -61.305    0.075   44.215  -34.848  -61.305     32.3979     32.4052
2020/11/05_20:46:36.431461096  9864.3   88.40  294.97  -35.502    0.070   40.166  -61.312    0.070   40.166  -35.502  -61.312     32.2892     32.1543
2020/11/05_20:46:37.445220947  9864.3   88.40  295.08  -35.551    0.065   33.332  -61.313    0.065   33.332  -35.551  -61.313      32.249     32.0902
2020/11/05_20:46:38.458981037  9864.3   88.40  295.02  -35.558    0.058   26.986  -61.333    0.058   26.986  -35.558  -61.333     32.1454     31.9744
2020/11/05_20:46:39.472740889  9864.3   88.40  295.00  -35.564    0.063   31.881  -61.338    0.063   31.881  -35.564  -61.338     31.9832     31.8858
2020/11/05_20:46:40.486500978  9864.3   88.40  295.00  -35.576    0.055   30.963  -61.348    0.055   30.963  -35.576  -61.348     32.0623     31.8141
2020/11/05_20:46:41.500261068  9864.3   88.40  294.99  -35.583    0.053   34.997  -61.337    0.053   34.997  -35.583  -61.337     32.1874     31.9252
2020/11/05_20:46:42.514020920  9864.3   88.40  295.07  -35.592    0.062   29.201  -61.342    0.062   29.201  -35.592  -61.342     32.1841     31.8893
2020/11/05_20:46:43.527781010  9864.3   88.40  295.15  -35.599    0.056   35.582  -61.362    0.056   35.582  -35.599  -61.362      31.895     31.7186
2020/11/05_20:46:44.541541100  9864.3   88.39  295.10  -35.604    0.058   37.817  -61.374    0.058   37.817  -35.604  -61.374     31.3942     31.4275
2020/11/05_20:46:45.555300951  9864.3   88.40  295.09  -36.431    0.054   38.375  -61.375    0.054   38.375  -36.431  -61.375     31.2394     31.3854
2020/11/05_20:46:46.569061041  9864.3   88.39  295.20  -38.781    0.036   23.882  -61.393    0.036   23.882  -38.781  -61.393     31.4156     31.4062
2020/11/05_20:46:47.582820892  9864.3   88.39  295.19  -40.372    0.024    1.839  -61.405    0.024    1.839  -40.372  -61.405     31.6756     31.5436
2020/11/05_20:46:48.596580982  9864.3   88.39  295.18  -40.351    0.026   -8.659  -61.424    0.026   -8.659  -40.351  -61.424       31.74     31.4879
2020/11/05_20:46:49.610341072  9864.3   88.39  295.18  -40.363    0.029    6.762  -61.418    0.029    6.762  -40.363  -61.418      31.714     31.2974
2020/11/05_20:46:50.624100924  9864.3   88.39  295.17  -40.374    0.033   -3.067  -61.437    0.033   -3.067  -40.374  -61.437     31.6447      31.256
2020/11/05_20:46:51.637861013  9864.3   88.39  295.16  -40.383    0.038    9.296  -61.421    0.038    9.296  -40.383  -61.421     31.5016     31.2679
2020/11/05_20:46:52.651621103  9864.3   88.39  295.16  -40.390    0.036   -0.936  -61.409    0.036   -0.936  -40.390  -61.409     31.4821     31.2819
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_20:46:53.665380955  9864.3   88.39  295.17  -40.389    0.034   -8.005  -61.409    0.034   -8.005  -40.389  -61.409     31.2066     31.0323
2020/11/05_20:46:54.679141045  9864.3   88.39  295.18  -40.396    0.031    5.044  -61.430    0.031    5.044  -40.396  -61.430     31.1005      30.842
2020/11/05_20:46:55.692900896  9864.3   88.39  295.19  -40.394    0.029    3.123  -61.449    0.029    3.123  -40.394  -61.449     31.0557     30.8164
2020/11/05_20:46:56.706660986  9864.3   88.39  295.20  -40.413    0.026   23.404  -61.460    0.026   23.404  -40.413  -61.460     31.0456     30.7621
2020/11/05_20:46:57.720421076  9864.3   88.40  295.16  -42.340    0.021   19.611  -61.466    0.021   19.611  -42.340  -61.466     30.9393     30.5082
2020/11/05_20:46:58.734180927  9864.3   88.40  295.18  -44.432    0.014    9.164  -61.475    0.014    9.164  -44.432  -61.475     30.7875     30.3355
2020/11/05_20:46:59.747941017  9864.3   88.40  295.16  -44.955    0.020    9.849  -61.481    0.020    9.849  -44.955  -61.481     30.8204      30.361
2020/11/05_20:47:00.761701107  9864.3   88.40  295.18  -45.062    0.025   10.392  -61.490    0.025   10.392  -45.062  -61.490      31.114     30.5489
2020/11/05_20:47:01.775460958  9864.3   88.40  295.14  -45.034    0.021   18.843  -61.493    0.021   18.843  -45.034  -61.493      31.281     30.7764
2020/11/05_20:47:02.789221048  9864.3   88.40  295.14  -45.028    0.024   32.887  -61.485    0.024   32.887  -45.028  -61.485     31.2924     30.7573
2020/11/05_20:47:03.802980900  9864.3   88.40  295.09  -45.013    0.026   13.816  -61.499    0.026   13.816  -45.013  -61.499     31.1603     30.6723
2020/11/05_20:47:04.816740990  9864.3   88.40  295.10  -45.007    0.027   22.431  -61.490    0.027   22.431  -45.007  -61.490     30.8263     30.3316
2020/11/05_20:47:05.830501080  9864.3   88.40  295.06  -44.990    0.017   24.920  -61.503    0.017   24.920  -44.990  -61.503     30.7471     29.9696
2020/11/05_20:47:06.844260931  9864.3   88.40  295.07  -46.462    0.014   36.811  -61.497    0.014   36.811  -46.462  -61.497     30.9291     29.8077
2020/11/05_20:47:07.858021021  9864.3   88.40  295.07  -49.312    0.016   34.394  -61.506    0.016   34.394  -49.312  -61.506     31.3185     29.9666
2020/11/05_20:47:08.871781111  9864.3   88.40  295.08  -49.589    0.015   28.094  -61.497    0.015   28.094  -49.589  -61.497     31.5696     30.1881
2020/11/05_20:47:09.885540962  9864.3   88.40  295.09  -49.599    0.020   16.491  -61.499    0.020   16.491  -49.599  -61.499     31.7143     30.3805
2020/11/05_20:47:10.899301052  9864.3   88.40  295.03  -49.578    0.018   31.594  -61.508    0.018   31.594  -49.578  -61.508     31.8362     30.4821
2020/11/05_20:47:11.913060904  9864.3   88.40  295.03  -49.582    0.019   46.152  -61.502    0.019   46.152  -49.582  -61.502     31.8061     30.3612
2020/11/05_20:47:12.926820993  9864.3   88.40  295.02  -49.569    0.018   45.961  -61.495    0.018   45.961  -49.569  -61.495     31.8352     30.1887
2020/11/05_20:47:13.940581083  9864.3   88.40  295.02  -49.558    0.017   44.138  -61.478    0.017   44.138  -49.558  -61.478      31.936     30.0753
2020/11/05_20:47:14.954340935  9864.3   88.40  295.02  -49.552    0.015   59.843  -61.485    0.015   59.843  -49.552  -61.485     32.1349      30.151
2020/11/05_20:47:15.968101025  9864.3   88.40  295.02  -49.530    0.015   72.709  -61.477    0.015   72.709  -49.530  -61.477     32.2606      30.358
2020/11/05_20:47:16.981861115  9864.3   88.40  295.09  -51.128    0.009   64.900  -61.474    0.009   64.900  -51.128  -61.474     32.2426     30.5535
2020/11/05_20:47:17.995620966  9864.3   88.40  295.08  -53.106    0.009   34.995  -61.473    0.009   34.995  -53.106  -61.473     32.1073     30.6348
2020/11/05_20:47:19.009381056  9864.3   88.40  295.12  -53.581    0.010   36.013  -61.449    0.010   36.013  -53.581  -61.449     32.0668     30.6136
2020/11/05_20:47:20.023140907  9864.3   88.40  295.11  -53.552    0.014   33.172  -61.468    0.014   33.172  -53.552  -61.468     32.3092     30.4982
2020/11/05_20:47:21.036900997  9864.3   88.40  295.10  -53.539    0.019   34.577  -61.451    0.019   34.577  -53.539  -61.451     32.5101      30.475
2020/11/05_20:47:22.050661087  9864.3   88.39  295.21  -53.544    0.020   38.748  -61.434    0.020   38.748  -53.544  -61.434     32.5335     30.4231
2020/11/05_20:47:23.064420938  9864.3   88.40  295.15  -53.526    0.021   41.029  -61.432    0.021   41.029  -53.526  -61.432     32.5721     30.6845
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_20:47:24.078181028  9864.3   88.39  295.13  -53.496    0.016   38.733  -61.425    0.016   38.733  -53.496  -61.425     32.3732     30.6673
2020/11/05_20:47:25.091941118  9864.3   88.39  295.25  -53.507    0.020   40.136  -61.411    0.020   40.136  -53.507  -61.411     32.3123     30.5682
2020/11/05_20:47:26.105700970  9864.3   88.39  295.20  -53.519    0.020   32.579  -61.397    0.020   32.579  -53.519  -61.397     32.6297     30.6559
2020/11/05_20:47:27.119461060  9864.3   88.39  295.20  -53.516    0.011   47.268  -61.383    0.011   47.268  -53.516  -61.383     32.8214     30.6584
2020/11/05_20:47:28.133220911  9864.3   88.39  295.20  -55.901    0.006   27.875  -61.371    0.006   27.875  -55.901  -61.371     32.9166     30.7184
2020/11/05_20:47:29.146981001  9864.3   88.39  295.21  -56.720    0.003   44.340  -61.351    0.003   44.340  -56.720  -61.351     32.8226     30.7027
2020/11/05_20:47:30.160741091  9864.3   88.39  295.20  -56.774    0.013   32.650  -61.344    0.013   32.650  -56.774  -61.344     32.7705     30.8294
2020/11/05_20:47:31.174500942  9864.3   88.39  295.20  -56.779    0.014   32.487  -61.359    0.014   32.487  -56.779  -61.359     32.8332     30.9531
2020/11/05_20:47:32.188261032  9864.3   88.39  295.21  -56.802    0.012   48.430  -61.345    0.012   48.430  -56.802  -61.345     32.8329     31.1574
2020/11/05_20:47:33.202020884  9864.3   88.39  295.16  -56.795    0.012   40.852  -61.330    0.012   40.852  -56.795  -61.330     32.8552     31.3723
2020/11/05_20:47:34.215780973  9864.3   88.39  295.17  -56.769    0.012   45.025  -61.308    0.012   45.025  -56.769  -61.308     32.9153     31.5714
2020/11/05_20:47:35.229541063  9864.3   88.39  295.12  -56.764    0.013   28.157  -61.299    0.013   28.157  -56.764  -61.299     33.0611     31.7872
2020/11/05_20:47:36.243300915  9864.3   88.39  295.13  -56.784    0.010   33.853  -61.294    0.010   33.853  -56.784  -61.294     33.0616     31.8887
2020/11/05_20:47:37.257061005  9864.3   88.39  295.08  -57.706    0.004   45.766  -61.285    0.004   45.766  -57.706  -61.285      32.855      31.685
2020/11/05_20:47:38.270821095  9864.3   88.39  295.08  -58.719    0.003 -123.599  -61.282    0.003 -123.599  -58.719  -61.282      32.603     31.5325
2020/11/05_20:47:39.284580946  9864.3   88.40  295.14  -58.735    0.004   28.067  -61.273    0.004   28.067  -58.735  -61.273     32.5464      31.589
2020/11/05_20:47:40.298341036  9864.3   88.40  295.06  -58.747    0.004   29.056  -61.265    0.004   29.056  -58.747  -61.265      32.649      31.863
2020/11/05_20:47:41.312100887  9864.3   88.40  295.04  -58.753    0.005   -1.102  -61.253    0.005   -1.102  -58.753  -61.253     32.5949      32.179
2020/11/05_20:47:42.325860977  9864.3   88.40  295.05  -58.743    0.004   63.724  -61.234    0.004   63.724  -58.743  -61.234     32.5932     32.3261
2020/11/05_20:47:43.339621067  9864.3   88.40  295.05  -58.774    0.008   56.962  -61.211    0.008   56.962  -58.774  -61.211     32.3581     31.9996
2020/11/05_20:47:44.353380919  9864.3   88.40  295.06  -58.764    0.006   15.319  -61.210    0.006   15.319  -58.764  -61.210      32.105     31.8275
2020/11/05_20:47:45.367141008  9864.3   88.40  295.05  -58.749    0.003  -30.958  -61.200    0.003  -30.958  -58.749  -61.200     32.2027     32.0013
2020/11/05_20:47:46.380901098  9864.3   88.40  295.06  -58.896    0.001  -61.253  -61.209    0.001  -61.253  -58.896  -61.209      32.601     32.4416
2020/11/05_20:47:47.394660950  9864.3   88.40  295.01  -59.580    0.007 -156.258  -61.225    0.007 -156.258  -59.580  -61.225     32.8144      32.832
2020/11/05_20:47:48.408421040  9864.3   88.40  295.01  -59.618    0.006 -152.056  -61.221    0.006 -152.056  -59.618  -61.221     32.9691     33.0478
2020/11/05_20:47:49.422180891  9864.3   88.40  294.97  -59.628    0.006 -137.685  -61.211    0.006 -137.685  -59.628  -61.211     32.9938     33.2737
2020/11/05_20:47:50.435940981  9864.3   88.40  294.97  -59.627    0.006 -136.929  -61.221    0.006 -136.929  -59.627  -61.221     33.0433     33.4462
2020/11/05_20:47:51.449701071  9864.3   88.40  294.98  -59.652    0.005 -131.888  -61.214    0.005 -131.888  -59.652  -61.214     32.6646      33.071
2020/11/05_20:47:52.463460922  9864.3   88.40  294.97  -59.636    0.004  -98.248  -61.212    0.004  -98.248  -59.636  -61.212     32.3462     32.7915
2020/11/05_20:47:53.477221012  9864.3   88.40  294.96  -59.655    0.004 -150.713  -61.218    0.004 -150.713  -59.655  -61.218     32.0355     32.6814
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_20:47:54.490981102  9864.3   88.40  294.95  -59.764    0.008 -137.252  -61.236    0.008 -137.252  -59.764  -61.236      32.062     32.9216
2020/11/05_20:47:55.504740953  9864.3   88.40  294.95  -59.911    0.009 -148.816  -61.239    0.009 -148.816  -59.911  -61.239     32.3908     33.0294
2020/11/05_20:47:56.518501043  9864.3   88.40  294.95  -59.897    0.009 -153.812  -61.233    0.009 -153.812  -59.897  -61.233     32.4398     32.9508
2020/11/05_20:47:57.532260895  9864.3   88.40  294.99  -59.917    0.009 -143.097  -61.243    0.009 -143.097  -59.917  -61.243     32.4125     32.9914
2020/11/05_20:47:58.546020985  9864.3   88.39  295.08  -59.900    0.008 -145.248  -61.249    0.008 -145.248  -59.900  -61.249       32.27     33.0069
2020/11/05_20:47:59.559781075  9864.3   88.39  295.03  -59.965    0.011 -145.887  -61.260    0.011 -145.887  -59.965  -61.260     32.1484      33.001
2020/11/05_20:48:00.573540926  9864.3   88.39  295.03  -59.957    0.011 -133.265  -61.254    0.011 -133.265  -59.957  -61.254     32.4667     33.2143
2020/11/05_20:48:01.587301016  9864.3   88.39  294.98  -59.956    0.010 -129.050  -61.252    0.010 -129.050  -59.956  -61.252     32.6446     33.2891
2020/11/05_20:48:02.601061106  9864.3   88.40  295.04  -59.958    0.011 -127.191  -61.265    0.011 -127.191  -59.958  -61.265     32.7364     33.3957
2020/11/05_20:48:03.614820957  9864.3   88.39  295.02  -59.963    0.012 -130.244  -61.275    0.012 -130.244  -59.963  -61.275     32.5443     32.9971
2020/11/05_20:48:04.628581047  9864.3   88.39  295.02  -59.972    0.011 -130.711  -61.284    0.011 -130.711  -59.972  -61.284     32.2712     32.5697
2020/11/05_20:48:05.642340899  9864.3   88.39  295.03  -59.988    0.011 -130.210  -61.299    0.011 -130.210  -59.988  -61.299     32.2155     32.5204
2020/11/05_20:48:06.656100988  9864.3   88.40  295.02  -60.057    0.015 -150.922  -61.301    0.015 -150.922  -60.057  -61.301     32.1075     32.6251
2020/11/05_20:48:07.669861078  9864.3   88.40  295.02  -60.072    0.015 -153.271  -61.309    0.015 -153.271  -60.072  -61.309     31.8987     32.6047
2020/11/05_20:48:08.683620930  9864.3   88.40  295.02  -60.070    0.014 -151.914  -61.318    0.014 -151.914  -60.070  -61.318     31.7126     32.4253
2020/11/05_20:48:09.697381020  9864.3   88.40  295.02  -60.074    0.014 -153.243  -61.325    0.014 -153.243  -60.074  -61.325     31.7362     32.3919
2020/11/05_20:48:10.711141109  9864.3   88.40  295.01  -60.076    0.015 -150.866  -61.324    0.015 -150.866  -60.076  -61.324     31.6596     32.5504
2020/11/05_20:48:11.724900961  9864.3   88.40  295.01  -60.085    0.014 -155.944  -61.325    0.014 -155.944  -60.085  -61.325     31.6246      32.643
2020/11/05_20:48:12.738661051  9864.3   88.40  295.00  -60.089    0.015 -150.035  -61.338    0.015 -150.035  -60.089  -61.338     31.3674     32.4133
2020/11/05_20:48:13.752420902  9864.3   88.40  294.99  -60.094    0.013 -155.277  -61.325    0.013 -155.277  -60.094  -61.325     31.1058     32.1554
2020/11/05_20:48:14.766180992  9864.3   88.40  294.99  -60.106    0.014 -152.991  -61.339    0.014 -152.991  -60.106  -61.339     31.2567     32.2315
2020/11/05_20:48:15.779941082  9864.3   88.40  294.97  -60.103    0.014 -155.634  -61.341    0.014 -155.634  -60.103  -61.341     31.5714     32.2384
2020/11/05_20:48:16.793700933  9864.3   88.40  295.01  -60.112    0.014 -150.927  -61.338    0.014 -150.927  -60.112  -61.338     31.7259     32.1953
2020/11/05_20:48:17.807461023  9864.3   88.42  294.25  -60.122    0.013 -148.928  -61.351    0.013 -148.928  -60.122  -61.351       31.54      31.959
2020/11/05_20:48:18.821221113  9864.3   88.40  294.96  -60.121    0.013 -150.637  -61.366    0.013 -150.637  -60.121  -61.366     31.3012       31.79
2020/11/05_20:48:19.834980965  9864.3   88.40  294.95  -60.127    0.015 -152.876  -61.365    0.015 -152.876  -60.127  -61.365     31.0773     31.7278
2020/11/05_20:48:20.848741055  9864.3   88.40  295.00  -60.126    0.014 -148.954  -61.372    0.014 -148.954  -60.126  -61.372     31.0497     31.6247
2020/11/05_20:48:21.862500906  9864.3   88.39  294.99  -60.117    0.013 -152.551  -61.385    0.013 -152.551  -60.117  -61.385       30.98     31.5691
2020/11/05_20:48:22.876260996  9864.3   88.39  295.05  -60.119    0.014 -149.359  -61.389    0.014 -149.359  -60.119  -61.389     30.8618     31.6605
2020/11/05_20:48:23.890021086  9864.3   88.39  295.05  -60.119    0.013 -151.949  -61.399    0.013 -151.949  -60.119  -61.399     30.8916     31.7916
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_20:48:24.903780937  9864.3   88.42  294.27  -60.105    0.015 -150.922  -61.402    0.015 -150.922  -60.105  -61.402     30.8842     31.7044
2020/11/05_20:48:25.917541027  9864.3   88.39  295.15  -60.107    0.014 -151.721  -61.405    0.014 -151.721  -60.107  -61.405     30.7751     31.5081
2020/11/05_20:48:26.931301117  9864.3   88.39  295.14  -60.100    0.014 -148.934  -61.407    0.014 -148.934  -60.100  -61.407     30.8425     31.5266
2020/11/05_20:48:27.945060968  9864.3   88.39  295.13  -60.087    0.014 -148.693  -61.417    0.014 -148.693  -60.087  -61.417     31.0233     31.5596
2020/11/05_20:48:28.958821058  9864.3   88.39  295.13  -60.085    0.014 -150.252  -61.425    0.014 -150.252  -60.085  -61.425     31.4018     31.8516
2020/11/05_20:48:29.972580910  9864.3   88.39  295.12  -60.079    0.015 -150.544  -61.442    0.015 -150.544  -60.079  -61.442     31.7027     31.9948
2020/11/05_20:48:30.986341000  9864.3   88.39  295.12  -60.077    0.014 -152.273  -61.443    0.014 -152.273  -60.077  -61.443     31.6377     31.7578
2020/11/05_20:48:32.000101089  9864.3   88.39  295.11  -60.063    0.014 -152.493  -61.446    0.014 -152.493  -60.063  -61.446     31.5703     31.5585
2020/11/05_20:48:33.013860941  9864.3   88.39  295.11  -60.053    0.015 -151.984  -61.445    0.015 -151.984  -60.053  -61.445     31.4376     31.2281
2020/11/05_20:48:34.027621031  9864.3   88.39  295.10  -60.032    0.013 -147.093  -61.455    0.013 -147.093  -60.032  -61.455     31.4548     31.0408
2020/11/05_20:48:35.041380882  9864.3   88.39  295.17  -60.035    0.014 -152.766  -61.454    0.014 -152.766  -60.035  -61.454      31.415     30.9168
2020/11/05_20:48:36.055140972  9864.3   88.39  295.10  -60.031    0.015 -153.645  -61.461    0.015 -153.645  -60.031  -61.461     31.3437     30.9001
2020/11/05_20:48:37.068901062  9864.3   88.39  295.12  -60.012    0.013 -156.357  -61.465    0.013 -156.357  -60.012  -61.465     31.4278     30.9165
2020/11/05_20:48:38.082660913  9864.3   88.39  295.12  -60.008    0.014 -152.620  -61.470    0.014 -152.620  -60.008  -61.470     31.4436     30.7305
2020/11/05_20:48:39.096421003  9864.3   88.39  295.13  -59.982    0.014 -155.209  -61.475    0.014 -155.209  -59.982  -61.475     31.5935     30.7248
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
#,HCR,1599.82,40.038,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
2020/11/05_20:48:40.110181093  9864.3   88.39  295.12  -59.950    0.051 -148.807  -49.614    0.051 -148.807  -59.950  -49.614     31.7065     30.5808
2020/11/05_20:48:41.123940945  9864.3   88.39  295.12  -59.930    0.053 -149.210  -49.176    0.053 -149.210  -59.930  -49.176     31.8069     30.6487
2020/11/05_20:48:42.137701035  9864.3   88.40  295.13  -59.919    0.054 -149.181  -49.138    0.054 -149.181  -59.919  -49.138     31.7988     30.6525
2020/11/05_20:48:43.151460886  9864.3   88.39  295.13  -59.917    0.053 -149.310  -49.116    0.053 -149.310  -59.917  -49.116     31.8548     30.7149
2020/11/05_20:48:44.165220976  9864.3   88.39  295.08  -59.905    0.054 -148.043  -49.103    0.054 -148.043  -59.905  -49.103     32.1008     30.7063
2020/11/05_20:48:45.178981066  9864.3   88.40  295.14  -59.892    0.054 -148.352  -49.103    0.054 -148.352  -59.892  -49.103     32.3123     30.5391
2020/11/05_20:48:46.192740917  9864.3   88.40  295.06  -59.893    0.053 -149.259  -49.097    0.053 -149.259  -59.893  -49.097     32.3434     30.4341
2020/11/05_20:48:47.206501007  9864.3   88.40  295.07  -59.886    0.053 -148.846  -49.095    0.053 -148.846  -59.886  -49.095     32.3305     30.4453
2020/11/05_20:48:48.220261097  9864.3   88.40  295.01  -59.880    0.055 -147.814  -49.089    0.055 -147.814  -59.880  -49.089      32.334     30.3648
2020/11/05_20:48:49.234020948  9864.3   88.40  295.01  -59.880    0.054 -148.985  -49.083    0.054 -148.985  -59.880  -49.083     32.4022     30.4509
2020/11/05_20:48:50.247781038  9864.3   88.40  295.03  -59.880    0.054 -148.435  -49.079    0.054 -148.435  -59.880  -49.079     32.5243     30.4607
2020/11/05_20:48:51.261540890  9864.3   88.40  295.04  -59.879    0.053 -147.199  -49.069    0.053 -147.199  -59.879  -49.069     32.8583     30.5125
2020/11/05_20:48:52.275300980  9864.3   88.40  295.03  -59.879    0.052 -149.160  -49.071    0.052 -149.160  -59.879  -49.071     32.9893     30.3257
2020/11/05_20:48:53.289061069  9864.3   88.40  295.01  -59.875    0.054 -148.616  -49.061    0.054 -148.616  -59.875  -49.061     33.0521     30.3444
2020/11/05_20:48:54.302820921  9864.3   88.40  295.12  -59.878    0.053 -148.205  -49.052    0.053 -148.205  -59.878  -49.052     33.0948      30.624
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_20:48:55.316581011  9864.3   88.40  295.11  -59.877    0.054 -148.508  -49.041    0.054 -148.508  -59.877  -49.041      33.228     30.8539
2020/11/05_20:48:56.330341101  9864.3   88.40  295.08  -59.880    0.052 -149.169  -49.034    0.052 -149.169  -59.880  -49.034     33.3845     30.6986
2020/11/05_20:48:57.344100952  9864.3   88.40  295.09  -59.880    0.053 -148.770  -49.020    0.053 -148.770  -59.880  -49.020     33.2704     30.6006
2020/11/05_20:48:58.357861042  9864.3   88.40  295.08  -59.886    0.054 -148.172  -49.009    0.054 -148.172  -59.886  -49.009     33.2262     30.5512
2020/11/05_20:48:59.371620893  9864.3   88.40  295.08  -59.894    0.053 -148.670  -49.005    0.053 -148.670  -59.894  -49.005     32.9839     30.3912
2020/11/05_20:49:00.385380983  9864.3   88.40  295.07  -59.896    0.054 -148.829  -48.991    0.054 -148.829  -59.896  -48.991     32.8939     30.2132
2020/11/05_20:49:01.399141073  9864.3   88.40  295.08  -59.903    0.055 -148.889  -48.980    0.055 -148.889  -59.903  -48.980     32.9844     30.2188
2020/11/05_20:49:02.412900925  9864.3   88.40  295.09  -59.904    0.053 -148.370  -48.974    0.053 -148.370  -59.904  -48.974     33.3654     30.2017
